Index,Tag,Station,Type,SW Ver.,Time Stamp,Log Interval,Latitude,Longitude,Altitude,DOP,Speed,Battery,Temperature,Light Intensity,Movement,Accelerometer,Alarm,RSSI,Coverage,Retries,Ack Source
33,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-07 14:01:18 UTC,Every 6 hours,-25.730498°,28.219113°,(-),10 meters,0 km/h,3.68 Volt,41°C,(-),N,"[3397,570,-15739]",N,5,Y,0,
34,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-07 20:04:03 UTC,Every 6 hours,-25.730570°,28.219220°,(-),10 meters,0 km/h,3.67 Volt,14°C,(-),N,"[3448,413,-15741]",N,4,Y,0,
35,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-08 2:06:20 UTC,Every 6 hours,-25.730570°,28.219257°,(-),10 meters,0 km/h,3.67 Volt,12°C,(-),N,"[3593,387,-15708]",N,3,N,0,
36,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-08 8:08:32 UTC,Every 6 hours,-25.730572°,28.219218°,(-),10 meters,0 km/h,3.68 Volt,14°C,(-),N,"[3451,365,-15661]",N,3,Y,0,
37,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-08 14:11:02 UTC,Every 6 hours,-25.730557°,28.219195°,(-),10 meters,0 km/h,3.68 Volt,34°C,(-),N,"[3428,497,-15648]",N,5,Y,0,
38,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-08 20:13:32 UTC,Every 6 hours,-25.730540°,28.219217°,(-),10 meters,0 km/h,3.67 Volt,16°C,(-),N,"[3601,446,-15760]",N,5,N,0,
39,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-09 2:16:02 UTC,Every 6 hours,-25.730537°,28.219217°,(-),10 meters,0 km/h,3.68 Volt,12°C,(-),N,"[3424,430,-15655]",N,5,Y,0,
40,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-09 8:18:18 UTC,Every 6 hours,-25.730578°,28.219225°,(-),10 meters,0 km/h,3.68 Volt,15°C,(-),N,"[3409,363,-15688]",N,5,Y,0,
41,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-09 14:20:32 UTC,Every 6 hours,-25.730575°,28.219237°,(-),10 meters,0 km/h,3.68 Volt,29°C,(-),N,"[3432,480,-15700]",N,5,Y,0,
42,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-09 20:23:03 UTC,Every 6 hours,-25.730588°,28.219227°,(-),10 meters,0 km/h,3.68 Volt,12°C,(-),N,"[3483,399,-15689]",N,5,N,0,
43,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-10 2:25:21 UTC,Every 6 hours,-25.730550°,28.219227°,(-),10 meters,0 km/h,3.67 Volt,6°C,(-),N,"[3485,420,-15696]",N,5,Y,0,
44,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-10 8:27:32 UTC,Every 6 hours,-25.730572°,28.219193°,(-),10 meters,0 km/h,3.68 Volt,13°C,(-),N,"[3550,396,-15708]",N,5,Y,0,
45,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-10 14:29:50 UTC,Every 6 hours,-25.730562°,28.219183°,(-),10 meters,0 km/h,3.68 Volt,29°C,(-),N,"[3416,519,-15732]",N,5,N,0,
46,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-10 20:32:26 UTC,Every 6 hours,-25.730572°,28.219225°,(-),10 meters,0 km/h,3.68 Volt,18°C,(-),N,"[3453,401,-15785]",N,5,N,0,
47,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-11 2:34:57 UTC,Every 6 hours,-25.730557°,28.219235°,(-),10 meters,0 km/h,3.68 Volt,14°C,(-),N,"[3508,438,-15790]",N,5,Y,0,
48,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-11 8:37:27 UTC,Every 6 hours,-25.730578°,28.219237°,(-),10 meters,0 km/h,3.67 Volt,15°C,(-),N,"[3472,396,-15740]",N,5,Y,0,
49,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-11 14:39:49 UTC,Every 6 hours,-25.730518°,28.219215°,(-),10 meters,0 km/h,3.67 Volt,23°C,(-),N,"[3399,504,-15706]",N,5,Y,0,
50,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-11 20:42:20 UTC,Every 6 hours,-25.730572°,28.219205°,(-),10 meters,0 km/h,3.67 Volt,9°C,(-),N,"[3577,397,-15732]",N,5,Y,0,
51,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-12 2:44:25 UTC,Every 6 hours,-25.730562°,28.219237°,(-),10 meters,0 km/h,3.67 Volt,5°C,(-),N,"[3513,387,-15625]",N,5,Y,0,
52,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-12 8:46:21 UTC,Every 6 hours,-25.730570°,28.219208°,(-),10 meters,0 km/h,3.68 Volt,11°C,(-),N,"[3558,385,-15702]",N,1,Y,0,
53,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-12 14:48:42 UTC,Every 6 hours,-25.730575°,28.219238°,(-),10 meters,0 km/h,3.67 Volt,28°C,(-),N,"[3523,548,-15675]",N,5,Y,0,
54,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-12 20:51:02 UTC,Every 6 hours,-25.730558°,28.219247°,(-),10 meters,0 km/h,3.68 Volt,7°C,(-),N,"[3473,381,-15711]",N,5,Y,0,
55,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-13 2:53:02 UTC,Every 6 hours,-25.730562°,28.219238°,(-),10 meters,0 km/h,3.67 Volt,0°C,(-),N,"[3567,367,-15681]",N,5,Y,0,
56,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-13 8:53:02 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.68 Volt,7°C,(-),Y,"[3359,1214,-15660]",N,2,N,0,
57,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-13 20:53:02 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.67 Volt,17°C,(-),N,"[3339,1418,-15759]",N,2,N,0,
58,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-14 2:53:02 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.67 Volt,16°C,(-),N,"[3375,1397,-15710]",N,2,N,0,
59,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-14 8:53:02 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.67 Volt,16°C,(-),Y,"[7037,4733,-13505]",N,2,N,0,
60,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-14 15:10:50 UTC,Every 6 hours,-23.876848°,28.306858°,(-),10 meters,0 km/h,3.68 Volt,22°C,(-),Y,"[11232,9140,-6798]",N,2,N,0,
61,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-14 21:13:27 UTC,Every 6 hours,-23.876470°,28.306863°,(-),10 meters,0 km/h,3.67 Volt,20°C,(-),N,"[11214,9290,-6824]",N,2,Y,0,
62,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-15 3:13:27 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.68 Volt,14°C,(-),N,"[11190,9265,-6706]",N,2,Y,0,
63,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-15 9:13:27 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.68 Volt,11°C,(-),Y,"[10861,8364,-3190]",N,1,Y,0,
64,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-15 15:23:03 UTC,Every 6 hours,-23.876425°,28.306807°,(-),10 meters,0 km/h,3.68 Volt,17°C,(-),Y,"[11301,9435,-6381]",N,5,Y,0,
65,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-16 21:28:49 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.67 Volt,19°C,(-),N,"[584,15828,-1598]",N,2,N,0,
66,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-17 3:28:49 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.67 Volt,18°C,(-),N,"[516,15692,-1607]",N,1,Y,0,
67,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-17 9:28:49 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.67 Volt,18°C,(-),N,"[455,15776,-1634]",N,2,N,0,
68,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-17 15:28:49 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.68 Volt,20°C,(-),N,"[525,15742,-1593]",N,2,Y,0,
69,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-18 3:28:49 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.68 Volt,19°C,(-),N,"[412,15774,-1701]",N,5,N,0,
70,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-18 9:28:49 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.67 Volt,20°C,(-),N,"[449,15748,-1652]",N,5,N,0,
71,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-18 15:28:49 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.68 Volt,21°C,(-),N,"[458,15729,-1592]",N,3,Y,0,
72,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-18 21:28:49 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.67 Volt,20°C,(-),N,"[504,15728,-1544]",N,5,N,0,
73,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-19 3:28:49 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.67 Volt,19°C,(-),N,"[487,15819,-1651]",N,5,N,0,
74,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-19 9:28:49 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.67 Volt,20°C,(-),N,"[447,15777,-1648]",N,2,Y,0,
75,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-19 15:28:49 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.67 Volt,21°C,(-),N,"[433,15770,-1684]",N,2,Y,0,
76,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-19 22:16:56 UTC,Every 6 hours,-23.875775°,28.305643°,(-),10 meters,0 km/h,3.67 Volt,13°C,(-),Y,"[3377,-246,-15701]",N,2,Y,0,
77,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-20 4:19:32 UTC,Every 6 hours,-23.875812°,28.305645°,(-),10 meters,0 km/h,3.67 Volt,8°C,(-),N,"[3437,-347,-15711]",N,5,N,0,
78,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-20 16:24:33 UTC,Every 6 hours,-23.875795°,28.305647°,(-),10 meters,0 km/h,3.68 Volt,25°C,(-),N,"[3362,-294,-15783]",N,5,Y,0,
79,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-20 22:27:32 UTC,Every 6 hours,-23.875807°,28.305628°,(-),10 meters,0 km/h,3.67 Volt,13°C,(-),N,"[3393,-286,-15710]",N,5,Y,0,
80,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-21 4:30:32 UTC,Every 6 hours,-23.875787°,28.305620°,(-),10 meters,0 km/h,3.67 Volt,6°C,(-),N,"[3385,-382,-15652]",N,5,N,0,
81,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-21 10:32:33 UTC,Every 6 hours,-23.875775°,28.305598°,(-),10 meters,0 km/h,3.67 Volt,28°C,(-),N,"[3427,-242,-15806]",N,5,Y,0,
82,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-21 16:35:19 UTC,Every 6 hours,-23.875785°,28.305617°,(-),10 meters,0 km/h,3.68 Volt,25°C,(-),N,"[3388,-330,-15699]",N,5,N,0,
83,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-21 22:37:56 UTC,Every 6 hours,-23.875783°,28.305575°,(-),10 meters,0 km/h,3.68 Volt,13°C,(-),N,"[3390,-345,-15820]",N,5,N,0,
84,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-22 4:40:02 UTC,Every 6 hours,-23.875793°,28.305615°,(-),10 meters,0 km/h,3.68 Volt,8°C,(-),N,"[3454,-371,-15689]",N,5,N,0,
85,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-22 10:42:40 UTC,Every 6 hours,-23.875808°,28.305620°,(-),10 meters,0 km/h,3.67 Volt,29°C,(-),N,"[3410,-279,-15727]",N,5,Y,0,
86,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-22 16:45:32 UTC,Every 6 hours,-23.875787°,28.305595°,(-),10 meters,0 km/h,3.67 Volt,25°C,(-),Y,"[4061,64,-15606]",N,5,N,0,
87,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-22 22:48:12 UTC,Every 6 hours,-23.875840°,28.305643°,(-),10 meters,0 km/h,3.68 Volt,13°C,(-),N,"[4067,-82,-15575]",N,5,Y,0,
88,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-23 4:50:32 UTC,Every 6 hours,-23.875795°,28.305592°,(-),10 meters,0 km/h,3.67 Volt,8°C,(-),N,"[3996,-85,-15578]",N,5,N,0,
89,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-23 10:53:02 UTC,Every 6 hours,-23.875785°,28.305627°,(-),10 meters,0 km/h,3.67 Volt,29°C,(-),N,"[4050,-153,-15566]",N,5,Y,0,
90,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-23 10:54:02 UTC,Every 12 hours,-23.875697°,28.305593°,(-),20 meters,0 km/h,3.67 Volt,30°C,(-),N,"[4044,-196,-15512]",N,5,Y,0,OTA
91,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-23 22:58:02 UTC,Every 12 hours,-23.875840°,28.305642°,(-),10 meters,0 km/h,3.67 Volt,13°C,(-),N,"[4066,-215,-15540]",N,5,Y,0,
92,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-24 11:02:02 UTC,Every 12 hours,-23.875803°,28.305603°,(-),10 meters,0 km/h,3.68 Volt,22°C,(-),N,"[4061,-140,-15525]",N,1,Y,0,
93,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-24 23:05:57 UTC,Every 12 hours,-23.875838°,28.305658°,(-),10 meters,0 km/h,3.68 Volt,12°C,(-),N,"[4085,-345,-15564]",N,5,Y,0,
94,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-25 11:09:20 UTC,Every 12 hours,-23.875807°,28.305605°,(-),10 meters,0 km/h,3.68 Volt,22°C,(-),N,"[4048,-181,-15619]",N,5,Y,0,
95,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-25 23:13:02 UTC,Every 12 hours,-23.875767°,28.305618°,(-),10 meters,0 km/h,3.67 Volt,10°C,(-),N,"[4112,-158,-15612]",N,1,N,0,
96,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-26 11:16:02 UTC,Every 12 hours,-23.875798°,28.305620°,(-),10 meters,0 km/h,3.68 Volt,30°C,(-),N,"[4104,-209,-15519]",N,1,N,0,
97,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-26 23:20:02 UTC,Every 12 hours,-23.875807°,28.305638°,(-),10 meters,0 km/h,3.68 Volt,14°C,(-),N,"[4085,-209,-15616]",N,1,Y,0,
98,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-27 11:23:50 UTC,Every 12 hours,-23.875782°,28.305643°,(-),10 meters,0 km/h,3.67 Volt,32°C,(-),N,"[4058,-188,-15606]",N,5,Y,0,
99,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-27 23:27:49 UTC,Every 12 hours,-23.875783°,28.305658°,(-),10 meters,0 km/h,3.68 Volt,13°C,(-),N,"[4069,-212,-15583]",N,3,Y,0,
100,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-28 11:31:02 UTC,Every 12 hours,-23.875805°,28.305632°,(-),10 meters,0 km/h,3.68 Volt,29°C,(-),N,"[4035,-237,-15559]",N,4,N,0,
101,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-28 23:35:02 UTC,Every 12 hours,-23.875797°,28.305622°,(-),10 meters,0 km/h,3.67 Volt,11°C,(-),N,"[4108,-208,-15543]",N,4,Y,0,
102,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-29 11:38:26 UTC,Every 12 hours,-23.875813°,28.305623°,(-),10 meters,0 km/h,3.67 Volt,31°C,(-),N,"[4110,-184,-15614]",N,5,Y,0,
103,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-29 23:42:32 UTC,Every 12 hours,-23.875778°,28.305620°,(-),10 meters,0 km/h,3.67 Volt,13°C,(-),N,"[4065,-275,-15567]",N,1,N,0,
104,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-30 11:45:57 UTC,Every 12 hours,-23.875788°,28.305622°,(-),10 meters,0 km/h,3.68 Volt,34°C,(-),N,"[4104,-178,-15598]",N,1,Y,0,
105,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-30 23:50:21 UTC,Every 12 hours,-23.875795°,28.305617°,(-),10 meters,0 km/h,3.67 Volt,14°C,(-),N,"[4107,-306,-15640]",N,2,N,0,
106,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-31 11:53:32 UTC,Every 12 hours,-23.875770°,28.305647°,(-),10 meters,0 km/h,3.68 Volt,34°C,(-),N,"[4053,-204,-15588]",N,2,Y,0,
107,African Elephant: 4065,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-31 23:57:32 UTC,Every 12 hours,-23.875783°,28.305625°,(-),10 meters,0 km/h,3.67 Volt,13°C,(-),N,"[4075,-186,-15581]",N,5,N,0,
