Index,Tag,Station,Type,SW Ver.,Time Stamp,Log Interval,Latitude,Longitude,Altitude,DOP,Speed,Battery,Temperature,Light Intensity,Movement,Accelerometer,Alarm,RSSI,Coverage,Retries,Ack Source
11,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-01 19:07:32 UTC,Every 6 hours,-25.730557°,28.219248°,(-),10 meters,0 km/h,3.68 Volt,13°C,(-),N,"[1678,-618,-15725]",N,5,Y,0,
12,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-02 1:09:32 UTC,Every 6 hours,-25.730582°,28.219215°,(-),10 meters,0 km/h,3.68 Volt,5°C,(-),N,"[1764,-593,-15841]",N,5,Y,0,
13,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-02 7:11:56 UTC,Every 6 hours,-25.730552°,28.219248°,(-),10 meters,0 km/h,3.67 Volt,4°C,(-),N,"[1726,-590,-15750]",N,5,Y,0,
14,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-02 13:14:02 UTC,Every 6 hours,-25.730602°,28.219237°,(-),10 meters,0 km/h,3.68 Volt,43°C,(-),N,"[1643,-491,-15904]",N,5,N,0,
15,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-02 19:17:20 UTC,Every 6 hours,-25.730520°,28.219260°,(-),20 meters,0 km/h,3.68 Volt,15°C,(-),N,"[1712,-554,-15743]",N,5,Y,0,
16,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-03 1:19:32 UTC,Every 6 hours,-25.730520°,28.219227°,(-),10 meters,0 km/h,3.67 Volt,8°C,(-),N,"[1713,-572,-15733]",N,5,Y,0,
17,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-03 7:21:42 UTC,Every 6 hours,-25.730510°,28.219280°,(-),10 meters,0 km/h,3.68 Volt,6°C,(-),N,"[1694,-623,-15798]",N,5,Y,0,
18,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-03 13:23:32 UTC,Every 6 hours,-25.730558°,28.219230°,(-),10 meters,0 km/h,3.68 Volt,47°C,(-),N,"[1664,-525,-15870]",N,5,N,0,
19,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-03 19:26:20 UTC,Every 6 hours,-25.730577°,28.219242°,(-),10 meters,0 km/h,3.67 Volt,14°C,(-),N,"[1688,-564,-15832]",N,5,Y,0,
20,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-04 1:28:32 UTC,Every 6 hours,-25.730568°,28.219215°,(-),10 meters,0 km/h,3.68 Volt,5°C,(-),N,"[1735,-597,-15801]",N,5,N,0,
21,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-04 7:31:08 UTC,Every 6 hours,-25.730525°,28.219260°,(-),10 meters,0 km/h,3.68 Volt,5°C,(-),N,"[1699,-617,-15833]",N,5,Y,0,
22,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-04 13:33:20 UTC,Every 6 hours,-25.730572°,28.219280°,(-),10 meters,0 km/h,3.67 Volt,40°C,(-),N,"[1613,-538,-15876]",N,2,Y,0,
23,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-04 19:35:55 UTC,Every 6 hours,-25.730580°,28.219223°,(-),10 meters,0 km/h,3.67 Volt,13°C,(-),N,"[1657,-482,-15773]",N,5,Y,0,
24,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-05 1:38:02 UTC,Every 6 hours,-25.730623°,28.219280°,(-),10 meters,0 km/h,3.67 Volt,5°C,(-),N,"[1739,-464,-15712]",N,5,Y,0,
25,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-05 7:40:03 UTC,Every 6 hours,-25.730547°,28.219235°,(-),10 meters,0 km/h,3.67 Volt,4°C,(-),N,"[1725,-513,-15780]",N,5,Y,0,
26,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-05 13:42:02 UTC,Every 6 hours,-25.730560°,28.219203°,(-),10 meters,0 km/h,3.67 Volt,46°C,(-),N,"[1657,-523,-15907]",N,5,N,0,
27,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-05 19:44:50 UTC,Every 6 hours,-25.730578°,28.219238°,(-),10 meters,0 km/h,3.68 Volt,18°C,(-),N,"[1666,-515,-15877]",N,5,N,0,
28,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-06 1:50:03 UTC,Every 6 hours,-25.730573°,28.219238°,(-),10 meters,0 km/h,3.67 Volt,5°C,(-),N,"[1667,-501,-15736]",N,5,Y,0,UHF
29,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-06 7:52:02 UTC,Every 6 hours,-25.730585°,28.219240°,(-),10 meters,0 km/h,3.68 Volt,5°C,(-),N,"[1675,-573,-15741]",N,4,Y,0,
30,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-06 13:54:02 UTC,Every 6 hours,-25.730625°,28.219260°,(-),10 meters,0 km/h,3.67 Volt,41°C,(-),N,"[1660,-490,-15907]",N,5,Y,0,
31,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-06 19:56:32 UTC,Every 6 hours,-25.730575°,28.219235°,(-),10 meters,0 km/h,3.68 Volt,13°C,(-),N,"[1667,-455,-15868]",N,4,N,0,
32,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-07 1:58:32 UTC,Every 6 hours,-25.730563°,28.219227°,(-),10 meters,0 km/h,3.67 Volt,4°C,(-),N,"[1737,-496,-15748]",N,4,Y,0,
33,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-07 8:00:28 UTC,Every 6 hours,-25.730568°,28.219233°,(-),10 meters,0 km/h,3.68 Volt,7°C,(-),N,"[1699,-512,-15803]",N,5,Y,0,
34,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-07 14:02:32 UTC,Every 6 hours,-25.730567°,28.219192°,(-),10 meters,0 km/h,3.67 Volt,40°C,(-),N,"[1589,-434,-15853]",N,5,Y,0,
35,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-07 20:05:02 UTC,Every 6 hours,-25.730557°,28.219242°,(-),10 meters,0 km/h,3.68 Volt,14°C,(-),N,"[1633,-453,-15817]",N,5,Y,0,
36,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-08 8:09:19 UTC,Every 6 hours,-25.730563°,28.219225°,(-),10 meters,0 km/h,3.67 Volt,14°C,(-),N,"[1654,-523,-15763]",N,5,Y,0,
37,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-08 14:12:02 UTC,Every 6 hours,-25.730565°,28.219245°,(-),10 meters,0 km/h,3.68 Volt,33°C,(-),N,"[1652,-440,-15736]",N,5,N,0,
38,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-08 20:14:32 UTC,Every 6 hours,-25.730535°,28.219205°,(-),10 meters,0 km/h,3.67 Volt,16°C,(-),N,"[1641,-505,-15795]",N,5,Y,0,
39,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-09 2:17:02 UTC,Every 6 hours,-25.730558°,28.219247°,(-),10 meters,0 km/h,3.67 Volt,12°C,(-),N,"[1702,-478,-15791]",N,5,Y,0,
40,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-09 8:19:02 UTC,Every 6 hours,-25.730542°,28.219247°,(-),10 meters,0 km/h,3.68 Volt,15°C,(-),N,"[1632,-518,-15699]",N,5,Y,0,
41,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-09 14:21:20 UTC,Every 6 hours,-25.730593°,28.219217°,(-),10 meters,0 km/h,3.68 Volt,29°C,(-),N,"[1642,-559,-15848]",N,5,Y,0,
42,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-09 20:23:56 UTC,Every 6 hours,-25.730532°,28.219220°,(-),10 meters,0 km/h,3.67 Volt,12°C,(-),N,"[1650,-513,-15791]",N,5,Y,0,
43,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-10 2:26:02 UTC,Every 6 hours,-25.730548°,28.219238°,(-),10 meters,0 km/h,3.67 Volt,7°C,(-),N,"[1664,-583,-15859]",N,5,N,0,
44,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-10 8:28:03 UTC,Every 6 hours,-25.730537°,28.219230°,(-),10 meters,0 km/h,3.68 Volt,13°C,(-),N,"[1702,-535,-15833]",N,5,Y,0,
45,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-10 20:33:26 UTC,Every 6 hours,-25.730575°,28.219228°,(-),10 meters,0 km/h,3.67 Volt,18°C,(-),N,"[1620,-561,-15765]",N,5,Y,0,
46,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-11 2:36:02 UTC,Every 6 hours,-25.730558°,28.219240°,(-),10 meters,0 km/h,3.67 Volt,14°C,(-),N,"[1623,-558,-15804]",N,5,Y,0,
47,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-11 8:38:18 UTC,Every 6 hours,-25.730582°,28.219258°,(-),10 meters,0 km/h,3.67 Volt,15°C,(-),N,"[1633,-568,-15724]",N,5,Y,0,
48,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-11 14:40:32 UTC,Every 6 hours,-25.730552°,28.219258°,(-),10 meters,0 km/h,3.68 Volt,22°C,(-),N,"[1605,-571,-15794]",N,4,Y,0,
49,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-11 20:42:55 UTC,Every 6 hours,-25.730560°,28.219238°,(-),10 meters,0 km/h,3.68 Volt,9°C,(-),N,"[1690,-527,-15776]",N,5,N,0,
50,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-12 2:45:02 UTC,Every 6 hours,-25.730523°,28.219183°,(-),10 meters,0 km/h,3.68 Volt,5°C,(-),N,"[1698,-609,-15855]",N,5,Y,0,
51,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-12 8:47:02 UTC,Every 6 hours,-25.730578°,28.219238°,(-),10 meters,0 km/h,3.67 Volt,11°C,(-),N,"[1641,-603,-15798]",N,5,N,0,
52,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-12 14:49:32 UTC,Every 6 hours,-25.730593°,28.219220°,(-),10 meters,0 km/h,3.68 Volt,27°C,(-),N,"[1642,-536,-15814]",N,5,Y,0,UHF
53,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-12 20:52:02 UTC,Every 6 hours,-25.730550°,28.219260°,(-),10 meters,0 km/h,3.68 Volt,7°C,(-),N,"[1640,-554,-15813]",N,5,Y,0,UHF
54,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-13 2:54:03 UTC,Every 6 hours,-25.730568°,28.219240°,(-),10 meters,0 km/h,3.68 Volt,1°C,(-),N,"[1659,-481,-15763]",N,5,Y,0,
55,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-13 8:54:03 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.67 Volt,7°C,(-),Y,"[1978,-158,-15771]",N,3,N,0,
56,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-13 14:54:03 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.67 Volt,15°C,(-),Y,"[2126,294,-15670]",N,1,N,0,
57,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-13 20:54:03 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.67 Volt,17°C,(-),N,"[2097,199,-15759]",N,1,N,0,
58,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-14 8:54:03 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.68 Volt,16°C,(-),Y,"[-1514,-1503,-15707]",N,5,N,0,
59,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-14 15:12:02 UTC,Every 6 hours,-23.876413°,28.306955°,(-),10 meters,0 km/h,3.67 Volt,23°C,(-),Y,"[-1890,-5841,-14827]",N,3,Y,0,
60,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-14 21:15:03 UTC,Every 6 hours,-23.876400°,28.306948°,(-),10 meters,0 km/h,3.67 Volt,21°C,(-),Y,"[-2049,-6211,-14734]",N,5,N,0,
61,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-15 3:18:02 UTC,Every 6 hours,-23.876417°,28.306990°,(-),10 meters,0 km/h,3.68 Volt,15°C,(-),N,"[-1873,-6138,-14739]",N,1,Y,0,
62,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-15 9:18:02 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.68 Volt,12°C,(-),Y,"[-26,-6604,-13729]",N,5,Y,0,
63,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-15 15:24:33 UTC,Every 6 hours,-23.876458°,28.306973°,(-),10 meters,0 km/h,3.67 Volt,17°C,(-),Y,"[-2082,-6567,-14500]",N,3,N,0,
64,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-15 21:27:39 UTC,Every 6 hours,-23.876393°,28.306967°,(-),20 meters,0 km/h,3.67 Volt,15°C,(-),N,"[-2030,-6567,-14506]",N,3,Y,0,
65,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-16 3:30:26 UTC,Every 6 hours,-23.876353°,28.307002°,(-),10 meters,0 km/h,3.67 Volt,11°C,(-),N,"[-2026,-6628,-14460]",N,4,N,0,
66,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-16 9:30:26 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.67 Volt,18°C,(-),Y,"[1931,-577,-15734]",N,4,Y,0,
67,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-16 15:30:26 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.67 Volt,20°C,(-),N,"[1939,-481,-15763]",N,4,Y,0,
68,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-16 21:30:26 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.68 Volt,19°C,(-),N,"[1904,-440,-15763]",N,5,N,0,
69,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-17 3:30:26 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.67 Volt,17°C,(-),N,"[2023,-570,-15804]",N,5,Y,0,
70,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-17 9:30:26 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.68 Volt,22°C,(-),N,"[1976,-399,-15868]",N,5,N,0,
71,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-17 15:49:25 UTC,Every 6 hours,-23.875280°,28.305063°,(-),40 meters,0 km/h,3.68 Volt,21°C,(-),N,"[2082,-436,-15796]",N,5,N,0,
72,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-17 21:49:25 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.67 Volt,20°C,(-),N,"[1903,-493,-15796]",N,5,Y,0,
73,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-18 3:49:25 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.68 Volt,19°C,(-),N,"[1899,-433,-15808]",N,5,Y,0,
74,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-18 9:49:25 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.68 Volt,24°C,(-),N,"[1967,-439,-15775]",N,1,Y,0,
75,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-18 16:01:47 UTC,Every 6 hours,-23.876378°,28.306322°,(-),30 meters,2 km/h,3.67 Volt,22°C,(-),N,"[2002,-431,-15737]",N,5,Y,0,
76,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-18 22:01:47 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.67 Volt,20°C,(-),N,"[2005,-390,-15765]",N,5,N,0,
77,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-19 4:01:47 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.67 Volt,18°C,(-),N,"[1900,-502,-15700]",N,5,N,0,
78,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-19 10:01:47 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.68 Volt,24°C,(-),N,"[2038,-449,-15761]",N,5,N,0,
79,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-19 16:01:47 UTC,Every 6 hours,0.000000°,0.000000°,(-),150 meters,0 km/h,3.68 Volt,23°C,(-),N,"[2076,-429,-15731]",N,5,N,0,
80,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-19 22:17:43 UTC,Every 6 hours,-23.875738°,28.305663°,(-),20 meters,0 km/h,3.68 Volt,14°C,(-),Y,"[4202,-670,-15314]",N,5,Y,0,
81,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-20 4:20:32 UTC,Every 6 hours,-23.875772°,28.305578°,(-),10 meters,0 km/h,3.68 Volt,9°C,(-),N,"[4161,-590,-15306]",N,5,Y,0,
82,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-20 10:22:32 UTC,Every 6 hours,-23.875755°,28.305613°,(-),10 meters,0 km/h,3.68 Volt,21°C,(-),N,"[4152,-576,-15391]",N,4,Y,0,
83,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-20 16:25:12 UTC,Every 6 hours,-23.875787°,28.305595°,(-),10 meters,0 km/h,3.67 Volt,22°C,(-),N,"[4138,-567,-15315]",N,4,N,0,
84,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-20 22:27:32 UTC,Every 6 hours,-23.875768°,28.305638°,(-),10 meters,0 km/h,3.67 Volt,12°C,(-),N,"[4204,-563,-15277]",N,4,N,0,
85,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-21 4:30:21 UTC,Every 6 hours,-23.875868°,28.305657°,(-),10 meters,0 km/h,3.67 Volt,7°C,(-),N,"[4187,-582,-15325]",N,4,N,0,
86,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-21 10:32:32 UTC,Every 6 hours,-23.875798°,28.305642°,(-),10 meters,0 km/h,3.67 Volt,20°C,(-),N,"[4112,-583,-15322]",N,4,Y,0,
87,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-21 16:35:32 UTC,Every 6 hours,-23.875715°,28.305695°,(-),10 meters,0 km/h,3.68 Volt,22°C,(-),N,"[4125,-538,-15260]",N,5,N,0,
88,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-21 22:38:02 UTC,Every 6 hours,-23.875747°,28.305627°,(-),10 meters,0 km/h,3.67 Volt,13°C,(-),N,"[4202,-547,-15223]",N,5,N,0,
89,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-22 4:40:20 UTC,Every 6 hours,-23.875787°,28.305638°,(-),10 meters,0 km/h,3.67 Volt,8°C,(-),N,"[4183,-597,-15295]",N,5,N,0,
90,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-22 10:42:32 UTC,Every 6 hours,-23.875803°,28.305620°,(-),10 meters,0 km/h,3.68 Volt,22°C,(-),N,"[4185,-601,-15294]",N,5,Y,0,
91,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-22 16:45:41 UTC,Every 6 hours,-23.876645°,28.306370°,(-),40 meters,0 km/h,3.67 Volt,22°C,(-),Y,"[1466,-531,-15898]",N,5,N,0,
92,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-22 22:48:32 UTC,Every 6 hours,-23.875787°,28.305642°,(-),10 meters,0 km/h,3.68 Volt,14°C,(-),N,"[1492,-589,-15813]",N,5,Y,0,
93,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-22 22:49:41 UTC,Every 12 hours,-23.875232°,28.306080°,(-),30 meters,0 km/h,3.67 Volt,15°C,(-),N,"[1523,-582,-15811]",N,2,Y,0,OTA
94,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-23 10:53:32 UTC,Every 12 hours,-23.856163°,28.293195°,(-),10 meters,0 km/h,3.67 Volt,29°C,(-),Y,"[-3592,-165,-15526]",N,5,Y,0,
95,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-23 10:54:25 UTC,Every 2 hours,-23.856162°,28.293173°,(-),10 meters,0 km/h,3.68 Volt,30°C,(-),N,"[-3833,-307,-15548]",N,5,Y,0,OTA
96,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-23 10:54:51 UTC,Every 2 hours,-23.856155°,28.293217°,(-),10 meters,0 km/h,3.68 Volt,31°C,(-),Y,"[-3455,-415,-15647]",N,5,Y,0,OTA
97,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-23 12:55:48 UTC,Every 2 hours,-23.856558°,28.293128°,(-),10 meters,0 km/h,3.68 Volt,35°C,(-),Y,"[-3535,172,-15640]",N,5,N,0,
98,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-23 14:57:26 UTC,Every 2 hours,-23.863100°,28.299408°,(-),10 meters,2 km/h,3.67 Volt,35°C,(-),Y,"[-2576,1848,-15420]",N,5,N,0,
99,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-23 16:59:02 UTC,Every 2 hours,-23.875220°,28.305047°,(-),10 meters,2 km/h,3.68 Volt,26°C,(-),Y,"[-396,4488,-14729]",N,5,N,0,
100,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-23 19:00:32 UTC,Every 2 hours,-23.883867°,28.323028°,(-),10 meters,3 km/h,3.68 Volt,21°C,(-),Y,"[-2999,-762,-15620]",N,5,Y,0,
101,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-23 21:03:02 UTC,Every 2 hours,-23.906185°,28.282447°,(-),10 meters,0 km/h,3.68 Volt,16°C,(-),Y,"[257,675,-15920]",N,5,N,0,
102,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-23 23:04:32 UTC,Every 2 hours,-23.915320°,28.250152°,(-),10 meters,0 km/h,3.68 Volt,13°C,(-),Y,"[1535,-57,-15859]",N,5,Y,0,
103,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-24 1:05:31 UTC,Every 2 hours,-23.890807°,28.227370°,(-),10 meters,4 km/h,3.68 Volt,12°C,(-),Y,"[290,2860,-15793]",N,5,N,0,
104,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-24 3:06:56 UTC,Every 2 hours,-23.847390°,28.203492°,(-),10 meters,4 km/h,3.67 Volt,12°C,(-),Y,"[(-),(-),(-)]",N,5,Y,0,
105,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-24 5:07:57 UTC,Every 2 hours,-23.802777°,28.249338°,(-),10 meters,0 km/h,3.67 Volt,10°C,(-),Y,"[-85,920,-15841]",N,5,Y,0,
106,African Elephant: 4064,AWTIRDMVAPU395,IR-SAT Tag,60,2020-07-24 7:09:19 UTC,Every 2 hours,-23.802090°,28.255098°,(-),10 meters,0 km/h,3.68 Volt,13°C,(-),N,"[155,1007,-15799]",N,5,N,0,
