individual_id,sex,source,n_obs,start_date,end_date,duration_days,duration_years,mean_interval_hrs,median_interval_hrs,park_id,wdpa_pid,cluster_id,hr_mcp_area_km2,hr_locoh_area_km2,hr_diameter_km
3959,U,CERU,12597,2020-05-19T13:00:00Z,2023-05-13T09:10:00Z,1088.84027777778,2.98108221157503,2.07464009738541,2.03333333333333,Hwange,1991,chobe,14962.9048214513,1935.75388700691,187.102843189539
3961,U,CERU,13613,2020-05-19T20:25:00Z,2023-10-11T22:19:00Z,1240.07916666667,3.39515172256445,2.18644578313253,2.03333333333333,,,chobe,3197.41122627423,714.649218914691,87.1999029563544
3962,U,CERU,6912,2020-05-19T21:04:00Z,2022-03-19T10:24:00Z,668.555555555556,1.83040535401932,2.32170935224039,2.03333333333333,Chobe,600,chobe,7567.49830050505,904.20989438698,184.95997030962
3963,U,CERU,13584,2020-05-19T21:00:00Z,2023-10-08T18:14:00Z,1236.88472222222,3.38640581032778,2.18546958207563,2.03333333333333,Hwange,1991,chobe,1640.78621510209,532.900630297576,60.2367960919472
3964,U,CERU,9940,2020-05-19T15:00:00Z,2022-12-03T09:42:00Z,927.779166666667,2.5401209217431,2.24033604990442,2.05,Hwange,1991,chobe,3118.33178314104,275.714653715296,78.6436329972698
3965,U,CERU,12250,2020-05-19T22:00:00Z,2023-06-16T02:11:00Z,1122.17430555556,3.0723458057647,2.19872506599178,2.03333333333333,,,chobe,1586.04236842708,365.003345137017,52.1787872996533
3966,U,CERU,11610,2020-05-19T21:00:00Z,2023-04-24T10:52:00Z,1069.57777777778,2.92834436078789,2.21120395095759,2.05,,,chobe,983.18754370789,224.308102453607,42.9700945691196
3967,U,CERU,13758,2020-05-22T21:00:00Z,2023-11-03T09:06:00Z,1259.50416666667,3.44833447410449,2.19728865304936,2.03333333333333,Chobe,600,chobe,6460.52339352281,573.429498409207,118.368390067549
3968,U,CERU,11928,2020-05-22T21:00:00Z,2023-06-14T04:03:00Z,1117.29375,3.05898357289528,2.2482644420223,2.05,Chobe,600,chobe,3680.74708969111,320.366153577843,83.4133727832457
3969,U,CERU,14497,2020-05-22T21:00:00Z,2023-12-26T00:40:00Z,1312.15277777778,3.59247851547646,2.17243837380427,2.03333333333333,Chobe,600,chobe,1023.41347411754,252.451604535529,38.4594474913071
3970,U,CERU,11948,2020-05-22T21:00:00Z,2023-05-23T02:07:00Z,1095.21319444444,2.99853030648719,2.20014369018722,2.03333333333333,Okavango Delta,555577555,chobe,12745.6873019928,797.034085404467,232.826209679992
3971,U,CERU,7942,2020-08-30T21:00:00Z,2022-11-07T01:04:00Z,798.169444444445,2.18526884173701,2.41229903874407,1.03333333333333,Okavango Delta,555577555,chobe,1072.04211299111,77.6943968853741,48.7244509708382
3972,U,CERU,10885,2020-12-14T22:13:00Z,2023-06-28T18:13:00Z,925.833333333333,2.5347935204198,2.04152884968761,2.03333333333333,Makgadikgadi Pans,1224,chobe,8457.71753392227,1072.749269637,140.877449781995
3973,U,CERU,13651,2020-05-22T21:00:00Z,2023-10-20T16:32:00Z,1245.81388888889,3.41085253631455,2.190442002442,2.03333333333333,Chobe,600,chobe,3833.57402235497,412.345222005829,90.2621303745018
3991,U,CERU,4317,2020-08-11T03:07:00Z,2021-12-21T07:23:00Z,497.177777777778,1.36119857023348,2.76465863453815,2.03333333333333,Makgadikgadi Pans,1224,chobe,18099.2481285305,1232.94161063758,206.337108784483
3F6C,F,EKZNW,3800,2014-11-15T03:56:00Z,2017-01-23T17:40:00Z,800.572222222222,2.19184728876721,5.05757655523383,4,,,kzn,316.797262266082,120.025806077699,26.2404140037523
4064,U,Lapalala,4926,2020-07-14T15:12:02Z,2022-08-19T08:00:50Z,765.700555555556,2.09637386873527,3.73133265651438,1.99333333333333,,,limpopo,324.794654145283,96.0594992184112,23.4615400005679
4065,U,Lapalala,5812,2020-07-14T15:10:50Z,2022-09-27T04:04:56Z,804.537569444445,2.20270381778082,3.32281907875868,1.065,,,limpopo,349.286927012119,81.9833025803414,24.6221450557567
429C,M,EKZNW,19080,2018-07-05T00:00:00Z,2023-04-03T03:03:00Z,1733.12708333333,4.74504334930413,2.18014833062529,1.01666666666667,,,kzn,277.836631834393,61.1686517780191,23.1063623104797
4522,M,EKZNW,14430,2021-01-21T14:51:00Z,2023-04-03T04:43:00Z,801.577777777778,2.19460034983649,1.33327788943563,1,,,kzn,325.178494497278,71.0098887261195,27.3388222078402
4523,M,EKZNW,14770,2021-01-21T14:52:00Z,2023-04-03T02:38:00Z,801.490277777778,2.19436078789262,1.30244205204595,1,,,kzn,312.342734247666,60.0769610771234,25.8400112424575
474E,F,EKZNW,21304,2017-10-28T12:00:00Z,2023-04-03T05:27:00Z,1982.72708333333,5.4284109057723,2.23374407360466,1.01666666666667,,,kzn,323.773080982866,102.018655185062,26.2633459070919
5374,U,Lapalala,2344,2021-11-24T03:13:57Z,2023-02-15T00:28:53Z,447.88537037037,1.22624331381347,4.58781429316641,1.00611111111111,,,limpopo,156.579899252778,53.997823577572,18.7474204431265
5375,U,Lapalala,14308,2021-11-23T09:08:31Z,2024-03-14T05:00:28Z,841.827743055556,2.30479874895429,1.41216648027772,0.999722222222222,,,limpopo,249.630046623585,81.5035341772673,21.181761483948
5739,F,CERU,22018,2022-06-25T18:10:00Z,2025-01-31T22:44:00Z,951.190277777778,2.60421705072629,1.03686091050855,1,Kasungu National Park,780,luangwa,577.892540920708,205.243716046631,33.6865615109253
5740,F,CERU,21825,2022-06-26T07:00:00Z,2024-12-24T00:34:00Z,911.731944444445,2.4961860217507,1.0026377688172,1,Kasungu National Park,780,luangwa,557.992104965935,206.200944323368,32.9306603906294
5741,F,CERU,22542,2022-06-26T06:44:00Z,2025-01-31T22:01:00Z,950.636805555556,2.60270172636702,1.01216819721101,1,Kasungu National Park,780,luangwa,567.673915122994,212.884886998359,33.4772239572589
5742,F,CERU,21095,2022-06-26T06:40:00Z,2025-01-28T12:32:00Z,947.244444444445,2.59341394782873,1.0777409057868,1,Kasungu National Park,780,luangwa,551.8261079328,204.946664279868,33.3721673889588
5743,M,CERU,21511,2022-06-26T15:47:00Z,2025-01-24T11:35:00Z,942.825,2.58131416837782,1.05196652719665,1,Kasungu National Park,780,luangwa,949.009107621635,270.642171917668,44.7862736762751
5744,F,CERU,22247,2022-07-04T15:48:00Z,2025-01-31T22:44:00Z,942.288888888889,2.57984637615028,1.01658425484731,1,Kasungu National Park,780,luangwa,1989.51139093639,388.450637001126,72.5329371313107
5745,F,CERU,22388,2022-07-04T15:38:00Z,2025-01-31T22:00:00Z,942.265277777778,2.57978173245114,1.01015619183752,1,Kasungu National Park,780,luangwa,1404.39144213189,400.540168501062,56.4684542202286
5746,F,CERU,21735,2022-07-07T09:55:00Z,2025-01-31T22:03:00Z,939.505555555556,2.57222602479276,1.03745897365112,1,Kasungu National Park,780,luangwa,1866.70499240376,280.254522514561,75.5407292198508
5747,F,CERU,22279,2022-07-06T13:34:00Z,2025-01-31T23:17:00Z,940.404861111111,2.57468818921591,1.01309438309842,1,Kasungu National Park,780,luangwa,5655.8672329577,346.735298546833,139.084261405633
5748,M,CERU,22288,2022-07-09T11:26:00Z,2025-01-31T22:07:00Z,937.445138888889,2.56658491140011,1.00949806314593,1,Kasungu National Park,780,luangwa,1964.96127088239,529.238359788909,59.7183082575546
5749,M,CERU,22484,2022-07-09T17:27:00Z,2025-01-31T23:22:00Z,937.246527777778,2.56604114381322,1.00048555204673,1,Kasungu National Park,780,luangwa,2443.3026729683,509.272425738399,68.1178063502526
5750,F,CERU,20369,2022-07-26T08:19:00Z,2025-01-31T21:53:00Z,920.565277777778,2.52037037037037,1.0847194946321,1,Kasungu National Park,780,luangwa,2626.0809322454,471.202103765137,86.0045628432933
5751,F,CERU,19966,2022-07-14T12:33:00Z,2025-01-28T09:27:00Z,928.870833333333,2.54310974218572,1.11659904833459,1,Kasungu National Park,780,luangwa,1282.31578720081,363.204339566121,47.8807449251443
5752,F,CERU,21495,2022-07-11T13:35:00Z,2025-01-31T18:55:00Z,935.222222222222,2.56049889725454,1.04426041375888,1,Kasungu National Park,780,luangwa,1021.27424168603,268.57052725815,45.1641478016684
5753,F,CERU,14781,2022-07-14T04:33:00Z,2024-08-11T20:38:00Z,759.670138888889,2.0798634877177,1.23356450157871,1,Kasungu National Park,780,luangwa,1294.18430510524,282.401337338642,51.2615793984901
5754,F,CERU,20823,2022-07-14T12:24:00Z,2025-01-31T22:16:00Z,932.411111111111,2.55280249448627,1.0747222489034,1,Kasungu National Park,780,luangwa,1248.1829774309,382.55834265677,48.315833167116
5755,F,CERU,21301,2022-07-16T18:08:00Z,2025-01-31T21:59:00Z,930.160416666667,2.54664042892996,1.04806807511737,1,Kasungu National Park,780,luangwa,1067.44565604402,407.69920345186,41.6581949209047
5756,F,CERU,21398,2022-07-28T18:51:00Z,2025-01-31T23:25:00Z,918.190277777778,2.51386797475093,1.02989048308953,1,Kasungu National Park,780,luangwa,5761.88689423831,368.391556002647,135.551966048333
5757,F,CERU,21211,2022-07-16T06:38:00Z,2025-01-31T23:40:00Z,930.709722222222,2.54814434557761,1.05313688511708,1,Kasungu National Park,780,luangwa,1037.4997373431,344.496895458817,42.0666657315667
5773,F,CERU,21215,2022-07-28T17:53:00Z,2025-01-31T23:36:00Z,918.238194444444,2.51399916343448,1.03882891801012,1,Kasungu National Park,780,luangwa,1360.86149209023,215.354507959861,58.7696192753073
5774,F,CERU,20924,2022-07-21T12:47:00Z,2025-01-31T21:59:00Z,925.383333333333,2.53356148756559,1.0614730201214,1,Kasungu National Park,780,luangwa,1506.90479271839,306.879692673493,58.112076602629
5775,F,CERU,21451,2022-07-21T00:11:00Z,2025-01-31T23:36:00Z,925.975694444445,2.53518328389992,1.03605672105672,1,Kasungu National Park,780,luangwa,1494.45235785018,297.499333499326,58.2856213281209
5777,F,CERU,20369,2022-07-24T15:13:00Z,2025-01-31T21:52:00Z,922.277083333333,2.52505703855807,1.08673654752553,1,Kasungu National Park,780,luangwa,1218.83133695519,405.919014678979,45.0476214742177
5778,F,CERU,20856,2022-07-21T12:20:00Z,2025-01-31T23:03:00Z,925.446527777778,2.53373450452506,1.06500679293535,1,Kasungu National Park,780,luangwa,1174.15515402041,297.064236939863,53.4037654281794
5779,M,CERU,20747,2022-08-01T04:07:00Z,2025-01-31T23:13:00Z,914.795833333333,2.50457449235683,1.0582811144317,1,Kasungu National Park,780,luangwa,1256.16954923229,439.462902692807,50.1560004752429
5780,M,CERU,20262,2022-08-01T04:58:00Z,2025-01-31T23:45:00Z,914.782638888889,2.50453836793673,1.08359821002583,1,Kasungu National Park,780,luangwa,2619.01758139565,604.767734311893,89.0519899637734
5781,F,CERU,20041,2022-08-01T05:08:00Z,2025-01-31T21:22:00Z,914.676388888889,2.50424747129059,1.09542082501663,1,Kasungu National Park,780,luangwa,2544.89386200911,583.506839215246,86.4571340147615
5782,M,CERU,20483,2022-08-01T05:05:00Z,2025-01-31T22:23:00Z,914.720833333333,2.5043691535478,1.07183380529245,1,Kasungu National Park,780,luangwa,2488.61527072051,581.655063694823,73.4152863866868
623B,M,EKZNW,6608,2015-04-17T17:55:00Z,2018-07-10T11:45:00Z,1179.74305555556,3.22996045326641,4.28542959487412,4,,,kzn,279.627324218952,82.7857963055798,23.1291240434968
62C4,F,EKZNW,17175,2018-07-05T01:00:00Z,2023-04-03T05:30:00Z,1733.1875,4.74520876112252,2.42206241993711,1.01666666666667,,,kzn,330.284349548369,81.9430651274482,27.603726133251
62DB,M,EKZNW,18030,2018-07-05T02:00:00Z,2023-04-03T05:00:00Z,1733.125,4.74503764544832,2.30711631260747,1,,,kzn,340.624994079752,79.607534346719,27.6793072574757
6A45,F,EKZNW,6094,2015-04-17T18:00:00Z,2018-07-05T07:45:00Z,1174.57291666667,3.21580538443988,4.62657968160184,4,,,kzn,310.919948376037,102.688526470759,25.4786125066481
7842,U,Lapalala,13713,2023-10-25T07:03:57Z,2025-05-22T09:53:18Z,575.117604166667,1.57458618526124,1.00662357788798,1.00583333333333,,,limpopo,221.642901343411,60.6966987004283,21.5105654300378
7E76,M,EKZNW,4059,2014-11-21T05:17:00Z,2017-11-16T15:26:00Z,1091.42291666667,2.98815309148985,6.4549408575653,4,,,kzn,314.425491088005,115.753408006869,25.8272987771658
8A6D,M,EKZNW,5817,2015-04-17T17:57:00Z,2018-07-11T23:49:00Z,1181.24444444444,3.23407103201764,4.87446125630445,4,,,kzn,332.246288821246,106.274535112735,27.7724116301483
90A0,F,EKZNW,15113,2019-11-12T04:00:00Z,2023-04-03T05:00:00Z,1238.04166666667,3.38957335158567,1.96618581259926,1,,,kzn,317.488434199427,93.5917036586005,25.7720321755608
91EF,F,EKZNW,4976,2014-12-15T07:22:00Z,2017-11-16T14:51:00Z,1067.31180555556,2.92214046695566,5.14884087102178,4,,,kzn,305.684025941082,121.282662397845,25.4552136973887
98AA,M,EKZNW,13003,2019-11-12T03:00:00Z,2023-04-03T05:00:00Z,1238.08333333333,3.3896874287018,2.2853407168128,1,,,kzn,312.439451510013,59.0627667235522,26.2171416238761
9E6F,F,EKZNW,20458,2018-07-05T01:00:00Z,2023-04-03T05:17:00Z,1733.17847222222,4.74518404441402,2.03335207182546,1.01666666666667,,,kzn,322.569149562544,108.551432957763,25.9721393688184
A6A8,M,EKZNW,2015,2014-12-15T02:02:00Z,2016-04-16T02:26:00Z,488.016666666667,1.33611681496692,5.8154915590864,4,,,kzn,264.836536975694,71.4205270377731,22.9977641564893
A6C0,F,EKZNW,2087,2018-07-11T19:00:00Z,2019-12-03T04:00:00Z,509.375,1.39459274469541,5.86049856184084,4,,,kzn,320.990327118213,98.6752325120017,26.5273485951662
Agnes,F,EA,12557,2009-10-11T06:17:06Z,2017-11-15T19:29:41Z,2957.55040509259,8.09733170456562,5.65317057360801,4.00138888888889,Kruger National Park,873,limpopo,945.386977702682,484.537032479401,41.6334524170365
BDDF,F,EKZNW,20780,2018-03-09T15:01:00Z,2023-04-03T04:29:00Z,1850.56111111111,5.06656019469161,2.13742079342926,1.01666666666667,,,kzn,331.474927788241,105.526918827569,26.6805359296968
Bambuti,M,EA,29626,2018-08-08T09:00:09Z,2021-12-30T23:00:10Z,1240.58334490741,3.39653208735772,1.00502954524144,1,Umbabat Private Nature Reserve,555564082,limpopo,838.956620258003,150.983112158953,39.947571732683
Batsha,M,EA,38027,2015-07-27T23:32:50Z,2021-10-05T21:00:24Z,2261.89414351852,6.19272866124167,1.42758795151855,1,Kruger National Park,873,limpopo,735.214577558708,148.183017298696,39.0823755563857
Big Al (Alex),M,EA,24603,2008-05-27T14:00:27Z,2014-06-10T21:00:50Z,2205.29193287037,6.03776025426522,2.15132941992069,1.00388888888889,Kruger National Park,873,limpopo,4013.44070267766,659.3773173913,101.982901015424
Bvekenya,M,EA,1003,2009-07-19T07:18:57Z,2012-03-13T08:48:26Z,968.062141203704,2.65040969528735,23.1871171545797,8,Limpopo,20295,limpopo,4975.71299303171,1049.61332782263,144.813971909346
CE22,F,EKZNW,6599,2015-04-17T18:02:00Z,2018-07-10T07:45:00Z,1179.57152777778,3.229490835805,4.2906512074366,4,,,kzn,304.562835174403,122.310530378636,25.3609413433226
Classic,M,EA,91388,2008-01-01T00:00:26Z,2021-12-30T16:00:36Z,5112.66678240741,13.9977187745583,1.3426855327101,1,Timbavati Private Nature Reserve,555564070,limpopo,850.992411868504,325.126692357916,37.8582527269854
Colleen,F,EA,4215,2009-10-10T20:54:40Z,2013-05-28T08:54:28Z,1325.49986111111,3.62902083808655,7.54912118335706,7.99833333333333,Kruger National Park,873,limpopo,717.753557992146,296.56017734782,37.8096119645268
Diney,F,EA,20587,2008-01-01T00:00:50Z,2013-03-06T00:00:50Z,1891,5.1772758384668,2.20460507140775,1.00083333333333,Kruger National Park,873,limpopo,860.90051682299,286.208273571036,39.4801988624622
E371,M,EKZNW,21632,2017-10-28T12:00:00Z,2023-04-03T03:31:00Z,1982.64652777778,5.42819035668112,2.19978348974466,1.01666666666667,,,kzn,314.942089469103,89.9907341543015,26.5955760924094
EF0012,F,CERU,680,2000-09-26T00:15:00Z,2002-10-13T03:08:00Z,747.120138888889,2.04550346033919,26.4077810505646,6.05,Maputo,4652,kzn,454.13405869162,209.877028357678,37.0797391804032
EF0013,F,CERU,1072,2000-09-25T16:23:00Z,2002-09-22T02:57:00Z,726.440277777778,1.98888508631835,16.2787737317149,4.26666666666667,Maputo,4652,kzn,362.976234221113,179.940725120064,27.4673706932892
EF0016,F,CERU,1071,2000-09-22T11:48:00Z,2002-09-28T02:16:00Z,735.602777777778,2.01397064415545,16.4995015576324,4.35,Tembe Elephant Park,39758,kzn,99.8481569386997,66.0738445828005,16.0164476771981
EF0017,F,CERU,1284,2000-09-28T15:14:00Z,2002-12-06T22:00:00Z,799.281944444445,2.1883147007377,14.9514938945181,3.65,Tembe Elephant Park,39758,kzn,110.693063822086,69.5437226270388,15.8265758170752
EF0018,F,CERU,601,2000-09-28T15:14:00Z,2002-10-16T03:36:00Z,747.515277777778,2.04658529165716,29.9006111111111,6.89166666666667,Tembe Elephant Park,39758,kzn,74.009409720499,58.9478268885304,13.4214074884737
EF0039,F,CERU,2330,2003-10-24T17:00:05Z,2006-10-31T23:40:26Z,1103.27802083333,3.02061059776409,11.3691165736368,8.00027777777778,Okavango Delta,555577555,chobe,2841.22395786574,1064.44067664976,75.1817215514037
EF0040,F,CERU,754,2004-11-06T16:05:30Z,2006-07-29T10:07:11Z,629.751168981481,1.72416473369331,20.0717504057843,12.1027777777778,Okavango Delta,555577555,chobe,4351.1183249312,2609.699857884,86.349454921236
EF0041,F,CERU,830,2004-11-06T16:07:20Z,2006-09-12T08:20:46Z,674.67599537037,1.8471622049839,19.5322362954028,12.0416666666667,Okavango Delta,555577555,chobe,6092.04313014488,1937.06221429236,113.020216899528
EF0043,F,CERU,1163,2004-11-06T16:28:05Z,2006-10-31T23:23:26Z,724.2884375,1.98299366872005,14.9594858003442,12,Okavango Delta,555577555,chobe,4116.51439936617,1264.5450410556,92.4747724818851
EF0044,F,CERU,903,2002-11-25T18:42:35Z,2004-03-30T20:59:30Z,491.095081018519,1.34454505412325,13.0668314239961,8.00027777777778,Etosha,884,,5651.50942859107,1053.43234861243,171.317436541944
EF0045,F,CERU,895,2002-11-27T19:21:50Z,2004-03-17T16:46:35Z,475.8921875,1.30292180013689,12.7756291946309,8.00027777777778,Etosha,884,,4550.60934123251,1207.74136473832,97.9435360326667
EF0046,F,CERU,1102,2002-11-28T18:47:58Z,2004-09-10T03:14:58Z,651.352083333333,1.7833048140543,14.1984105358765,8.00972222222222,Etosha,884,,5849.64513031374,904.96883288132,101.835763703734
EF0047,F,CERU,618,2002-11-26T18:37:35Z,2004-01-22T02:20:06Z,421.32119212963,1.15351455750754,16.388506663065,8.00138888888889,Etosha,884,,2492.19488563171,317.787317890096,105.154608513658
EF0048,F,CERU,1010,2002-11-26T03:19:40Z,2004-08-22T21:07:35Z,635.741608796296,1.74056566405557,15.1217032815769,8.00833333333333,Etosha,884,,4254.61952141078,879.923474573855,100.61122775132
EF0049,F,CERU,1052,2002-11-26T17:26:05Z,2004-10-22T12:09:05Z,695.779861111111,1.90494144041372,15.8884078655249,8.00972222222222,Etosha,884,,2325.79977997633,654.540058027493,66.9537373030301
EF0050,F,CERU,1043,2003-05-21T13:50:05Z,2005-03-31T12:08:35Z,679.929513888889,1.86154555479504,15.6605646193218,16,Kafue,1085,kafue,299.796784935932,163.982197294677,26.5789544992986
EF0052,F,CERU,952,2003-05-22T12:53:35Z,2005-02-14T22:09:35Z,634.386111111111,1.73685451365123,16.009744128987,10.5472222222222,Kafue,1085,kafue,470.997293930523,243.539869358871,33.3843563599127
EF0054,F,CERU,802,2003-05-22T00:04:05Z,2005-03-16T08:09:00Z,664.336747685185,1.81885488757066,19.905220904425,8.00138888888889,Kafue,1085,kafue,954.99330847065,354.998509300497,48.736431596134
EF0057,F,CERU,1068,2003-05-21T17:55:03Z,2005-06-03T13:12:52Z,743.804039351852,2.0364244746115,16.7303626470895,17.5694444444444,Kafue,1085,kafue,499.928825061603,230.435028774754,30.2998807499846
EF0060,F,CERU,1159,2002-09-25T12:50:01Z,2004-06-02T11:51:15Z,615.959189814815,1.68640435267574,12.7659935712915,8.00416666666667,Limpopo,20295,limpopo,303.768947781966,184.588693278016,32.1252298932341
EF0061,F,CERU,1298,2003-09-03T14:01:35Z,2006-10-28T09:25:12Z,1150.80806712963,3.15074077242883,21.2948293069477,23.9972222222222,Limpopo,20295,limpopo,1176.60818470813,540.33651224894,44.7086194830996
EF0067,F,CERU,2434,2004-08-06T16:33:00Z,2008-01-30T13:02:53Z,1271.85408564815,3.48214670950896,12.5460329040508,12,Kasungu National Park,780,luangwa,387.272381842159,193.708578655787,24.4021110698763
EF0068,F,CERU,2695,2004-08-06T16:32:59Z,2008-09-02T11:03:18Z,1487.77105324074,4.07329514918752,13.2540851068217,12,Kasungu National Park,780,luangwa,450.174608998376,214.227486700924,26.9405340994451
EF0069,F,CERU,951,2004-08-17T20:59:29Z,2006-08-09T23:13:58Z,722.093391203704,1.97698395948995,18.2423593567251,12.0041666666667,Lower Zambezi,7962,zambezi,883.79471442742,240.649995692606,68.5388980479288
EF0070,F,CERU,982,2004-08-06T16:57:36Z,2006-08-09T14:18:02Z,732.889189814815,2.0065412452151,17.9300107599955,12.0083333333333,Lower Zambezi,7962,zambezi,386.650403963165,166.436904709476,47.616639444561
EF0071,F,CERU,1036,2004-08-06T16:31:18Z,2006-08-09T23:05:28Z,733.273726851852,2.00759405024463,17.0034487385937,12.0386111111111,Lower Zambezi,7962,zambezi,1433.53174072993,199.166516969459,98.9410374561643
EF0072,F,CERU,1087,2004-08-05T16:22:05Z,2006-08-09T23:34:01Z,734.299953703704,2.01040370623875,16.2276232862697,12.0011111111111,Lower Zambezi,7962,zambezi,507.756208182013,172.952150290543,46.4280276288205
EF0074,F,CERU,1006,2004-08-06T16:29:05Z,2006-08-09T23:38:57Z,733.298518518519,2.00766192612873,17.5116064123825,12.0083333333333,Lower Zambezi,7962,zambezi,1379.40231738085,337.716111873294,65.166863817408
EF0075,F,CERU,908,2004-08-06T16:28:36Z,2007-09-20T13:29:40Z,1139.87574074074,3.12080969401982,30.162092368002,12.0805555555556,North Luangwa,1088,luangwa,568.273161859753,242.729356351119,36.6781049996259
EF0076,F,CERU,2478,2004-08-05T16:32:35Z,2007-09-19T23:02:49Z,1140.27099537037,3.12189184221867,11.0482454133585,11.9597222222222,North Luangwa,1088,luangwa,332.224611096359,148.778685790416,25.3763201123015
EF0077,F,CERU,2468,2004-08-06T16:29:04Z,2007-09-21T23:37:26Z,1141.29747685185,3.12470219535072,11.1030155834797,11.9222222222222,North Luangwa,1088,luangwa,851.957905591141,212.945868594743,38.663114739585
EF0081,F,CERU,2262,2004-08-09T16:30:33Z,2008-06-12T14:37:16Z,1402.92133101852,3.84098927041347,14.8916903779055,12.0002777777778,Vwaza Marsh Wildlife Reserve,4648,luangwa,725.518398822334,247.400970949733,39.2962533999995
EF0083,F,CERU,2447,2004-08-13T18:30:04Z,2007-12-26T15:25:17Z,1229.87167824074,3.36720514234289,12.0674244798764,11.9986111111111,Vwaza Marsh Wildlife Reserve,4648,luangwa,913.1737988265,280.333196018263,42.8123754943605
EF0084,F,CERU,758,2004-11-06T12:56:33Z,2006-11-04T13:35:26Z,728.027002314815,1.99322930134104,23.0814373257009,22.5,Khaudum,17999,chobe,1719.57106602644,641.900077094798,79.6244041123204
