term,estimate,std_error,statistic,p_value,season,r_sq,individual_id,sex,n_total,ci_lb,ci_ub,evi_mean_mean,distance_to_water_km_mean,distance_to_settlement_km_mean,human_modification_mean,slope_mean,evi_mean_range,distance_to_water_km_range,distance_to_settlement_km_range,human_modification_range,slope_range
distance_to_water_km,0.0182083521421786,0.0273599558259427,0.665511021217127,0.505723696689057,whole_year,0.00370679774313935,ele8,F,1457,-0.0354171612766691,0.0718338655610264,2899.18805371496,16.2155737704563,28.2244878204702,0.0927023754577237,0.470019314834413,1450.21704101563,44.2890191227198,48.1856527328491,0.544998910278082,1.36586010456086
distance_to_settlement_km,-0.0171620901401149,0.0236479303418729,-0.725733283716855,0.468002293436063,whole_year,0.00370679774313935,ele8,F,1457,-0.0635120336101858,0.0291878533299561,2899.18805371496,16.2155737704563,28.2244878204702,0.0927023754577237,0.470019314834413,1450.21704101563,44.2890191227198,48.1856527328491,0.544998910278082,1.36586010456086
human_modification,0.0243866374214008,0.0222910798395502,1.09400879620612,0.27395112037513,whole_year,0.00370679774313935,ele8,F,1457,-0.0193038790641176,0.0680771539069192,2899.18805371496,16.2155737704563,28.2244878204702,0.0927023754577237,0.470019314834413,1450.21704101563,44.2890191227198,48.1856527328491,0.544998910278082,1.36586010456086
slope,-0.00781832570914724,0.0261187651799587,-0.299337493762774,0.764682549420533,whole_year,0.00370679774313935,ele8,F,1457,-0.0590111054618663,0.0433744540435718,2899.18805371496,16.2155737704563,28.2244878204702,0.0927023754577237,0.470019314834413,1450.21704101563,44.2890191227198,48.1856527328491,0.544998910278082,1.36586010456086
evi_mean,0.314186008207204,0.0559629866319945,5.61417513817216,1.97502098916443e-08,dry_season,0.539729121755688,ele8,F,1457,0.204498554408495,0.423873462005913,2899.18805371496,16.2155737704563,28.2244878204702,0.0927023754577237,0.470019314834413,1450.21704101563,44.2890191227198,48.1856527328491,0.544998910278082,1.36586010456086
distance_to_water_km,-1.63848268959663,0.0980613117596203,-16.7087576149611,1.13168824720389e-62,dry_season,0.539729121755688,ele8,F,1457,-1.83068286064548,-1.44628251854777,2899.18805371496,16.2155737704563,28.2244878204702,0.0927023754577237,0.470019314834413,1450.21704101563,44.2890191227198,48.1856527328491,0.544998910278082,1.36586010456086
distance_to_settlement_km,0.67119471736767,0.0605144666166718,11.0914753924767,1.37992817215057e-28,dry_season,0.539729121755688,ele8,F,1457,0.552586362798994,0.789803071936347,2899.18805371496,16.2155737704563,28.2244878204702,0.0927023754577237,0.470019314834413,1450.21704101563,44.2890191227198,48.1856527328491,0.544998910278082,1.36586010456086
human_modification,0.117517922618315,0.0324355591511,3.6231199860271,0.000291070716678996,dry_season,0.539729121755688,ele8,F,1457,0.0539442266821586,0.18109161855447,2899.18805371496,16.2155737704563,28.2244878204702,0.0927023754577237,0.470019314834413,1450.21704101563,44.2890191227198,48.1856527328491,0.544998910278082,1.36586010456086
slope,-0.0920436739101803,0.0452211139308859,-2.03541367978808,0.0418092660210958,dry_season,0.539729121755688,ele8,F,1457,-0.180677057214717,-0.00341029060564409,2899.18805371496,16.2155737704563,28.2244878204702,0.0927023754577237,0.470019314834413,1450.21704101563,44.2890191227198,48.1856527328491,0.544998910278082,1.36586010456086
evi_mean,0.133773925585281,0.0429197278756781,3.11684002221012,0.00182800740480979,wet_season,0.289095516007915,ele8,F,1457,0.0496512589489518,0.21789659222161,2899.18805371496,16.2155737704563,28.2244878204702,0.0927023754577237,0.470019314834413,1450.21704101563,44.2890191227198,48.1856527328491,0.544998910278082,1.36586010456086
distance_to_water_km,0.650427386732494,0.0409426733841189,15.8862949820171,7.88525193095261e-57,wet_season,0.289095516007915,ele8,F,1457,0.570179746899621,0.730675026565367,2899.18805371496,16.2155737704563,28.2244878204702,0.0927023754577237,0.470019314834413,1450.21704101563,44.2890191227198,48.1856527328491,0.544998910278082,1.36586010456086
distance_to_settlement_km,-0.19978671356292,0.0342273199103821,-5.83705396992883,5.31318893808811e-09,wet_season,0.289095516007915,ele8,F,1457,-0.266872260587268,-0.132701166538571,2899.18805371496,16.2155737704563,28.2244878204702,0.0927023754577237,0.470019314834413,1450.21704101563,44.2890191227198,48.1856527328491,0.544998910278082,1.36586010456086
human_modification,-0.00650785019172763,0.0370330698940499,-0.175730778203004,0.860505454056757,wet_season,0.289095516007915,ele8,F,1457,-0.0790926671840655,0.0660769668006102,2899.18805371496,16.2155737704563,28.2244878204702,0.0927023754577237,0.470019314834413,1450.21704101563,44.2890191227198,48.1856527328491,0.544998910278082,1.36586010456086
slope,0.116541113786949,0.0364102770798358,3.20077525176236,0.00137058392044747,wet_season,0.289095516007915,ele8,F,1457,0.0451769707104706,0.187905256863427,2899.18805371496,16.2155737704563,28.2244878204702,0.0927023754577237,0.470019314834413,1450.21704101563,44.2890191227198,48.1856527328491,0.544998910278082,1.36586010456086
evi_mean,0.102200477557273,0.030485890212368,3.35238619719922,0.000801181722417016,whole_year,0.137998588079909,ele7,F,1370,0.0424481327410319,0.161952822373514,2771.22919868414,4.27403184830272,4.74623642093396,0.0728390543864374,1.16976952206914,1139.84130859375,9.72836910188198,15.9821550250054,0.42578050121665,8.76483049988747
distance_to_water_km,-0.110927368071368,0.0253200506103767,-4.38100893944927,1.1813102398413e-05,whole_year,0.137998588079909,ele7,F,1370,-0.160554667267707,-0.06130006887503,2771.22919868414,4.27403184830272,4.74623642093396,0.0728390543864374,1.16976952206914,1139.84130859375,9.72836910188198,15.9821550250054,0.42578050121665,8.76483049988747
distance_to_settlement_km,-0.282622563374945,0.0344282235147169,-8.20903707837651,2.22969375052704e-16,whole_year,0.137998588079909,ele7,F,1370,-0.35010188146379,-0.2151432452861,2771.22919868414,4.27403184830272,4.74623642093396,0.0728390543864374,1.16976952206914,1139.84130859375,9.72836910188198,15.9821550250054,0.42578050121665,8.76483049988747
human_modification,-0.10839938909622,0.027732604392657,-3.90873455523427,9.27808392471663e-05,whole_year,0.137998588079909,ele7,F,1370,-0.162755293705828,-0.0540434844866124,2771.22919868414,4.27403184830272,4.74623642093396,0.0728390543864374,1.16976952206914,1139.84130859375,9.72836910188198,15.9821550250054,0.42578050121665,8.76483049988747
slope,-0.058514744709481,0.0289816015006127,-2.01903075329512,0.0434840232052032,whole_year,0.137998588079909,ele7,F,1370,-0.115318683650682,-0.00171080576828009,2771.22919868414,4.27403184830272,4.74623642093396,0.0728390543864374,1.16976952206914,1139.84130859375,9.72836910188198,15.9821550250054,0.42578050121665,8.76483049988747
evi_mean,-0.504254341108852,0.0690542725398817,-7.30229025029008,2.82910138582627e-13,dry_season,0.118989424296526,ele7,F,1370,-0.63960071528702,-0.368907966930684,2771.22919868414,4.27403184830272,4.74623642093396,0.0728390543864374,1.16976952206914,1139.84130859375,9.72836910188198,15.9821550250054,0.42578050121665,8.76483049988747
distance_to_water_km,-0.297991867653731,0.0529772714880444,-5.6249002503079,1.85615200430473e-08,dry_season,0.118989424296526,ele7,F,1370,-0.401827319770298,-0.194156415537164,2771.22919868414,4.27403184830272,4.74623642093396,0.0728390543864374,1.16976952206914,1139.84130859375,9.72836910188198,15.9821550250054,0.42578050121665,8.76483049988747
distance_to_settlement_km,0.0351392268276442,0.0710745858413861,0.494399318851647,0.621024194954144,dry_season,0.118989424296526,ele7,F,1370,-0.104166961421473,0.174445415076761,2771.22919868414,4.27403184830272,4.74623642093396,0.0728390543864374,1.16976952206914,1139.84130859375,9.72836910188198,15.9821550250054,0.42578050121665,8.76483049988747
human_modification,-0.16600810821599,0.0605151263989589,-2.74324979710935,0.00608343885543659,dry_season,0.118989424296526,ele7,F,1370,-0.28461775595795,-0.0473984604740309,2771.22919868414,4.27403184830272,4.74623642093396,0.0728390543864374,1.16976952206914,1139.84130859375,9.72836910188198,15.9821550250054,0.42578050121665,8.76483049988747
slope,0.0324014170877832,0.0562496735746369,0.576028535433014,0.564595894058565,dry_season,0.118989424296526,ele7,F,1370,-0.0778479431185051,0.142650777294072,2771.22919868414,4.27403184830272,4.74623642093396,0.0728390543864374,1.16976952206914,1139.84130859375,9.72836910188198,15.9821550250054,0.42578050121665,8.76483049988747
evi_mean,0.2442614946639,0.035278057816339,6.92389291767562,4.39398105034179e-12,wet_season,0.124790502891758,ele7,F,1370,0.175116501343876,0.313406487983925,2771.22919868414,4.27403184830272,4.74623642093396,0.0728390543864374,1.16976952206914,1139.84130859375,9.72836910188198,15.9821550250054,0.42578050121665,8.76483049988747
distance_to_water_km,-0.0875994148384523,0.0294114981481001,-2.97840709770546,0.00289750853539403,wet_season,0.124790502891758,ele7,F,1370,-0.145245951208729,-0.029952878468176,2771.22919868414,4.27403184830272,4.74623642093396,0.0728390543864374,1.16976952206914,1139.84130859375,9.72836910188198,15.9821550250054,0.42578050121665,8.76483049988747
distance_to_settlement_km,-0.379261236117194,0.0402614201671344,-9.41996667138898,4.5123123187285e-21,wet_season,0.124790502891758,ele7,F,1370,-0.458173619644777,-0.30034885258961,2771.22919868414,4.27403184830272,4.74623642093396,0.0728390543864374,1.16976952206914,1139.84130859375,9.72836910188198,15.9821550250054,0.42578050121665,8.76483049988747
human_modification,-0.0835959454409847,0.031560415360431,-2.64875935523312,0.00807878344518909,wet_season,0.124790502891758,ele7,F,1370,-0.145454359547429,-0.02173753133454,2771.22919868414,4.27403184830272,4.74623642093396,0.0728390543864374,1.16976952206914,1139.84130859375,9.72836910188198,15.9821550250054,0.42578050121665,8.76483049988747
slope,-0.0710781589595202,0.0339535476479031,-2.09339417773359,0.036313981738187,wet_season,0.124790502891758,ele7,F,1370,-0.13762711234941,-0.00452920556963019,2771.22919868414,4.27403184830272,4.74623642093396,0.0728390543864374,1.16976952206914,1139.84130859375,9.72836910188198,15.9821550250054,0.42578050121665,8.76483049988747
evi_mean,-0.103574396747935,0.0253901666397645,-4.07931142073417,4.51692939711804e-05,whole_year,0.101022925768095,ele6,F,1307,-0.153339123361874,-0.0538096701339967,3031.3742546893,8.98498786152458,20.1643265907146,0.0970554409296393,0.575980984432695,1163.55908203125,17.8566917777062,33.6478232145309,0.503557290881873,2.30473920702934
distance_to_water_km,0.0695046115372211,0.0265951223855729,2.61343454373143,0.00896372520983396,whole_year,0.101022925768095,ele6,F,1307,0.0173781716614983,0.121631051412944,3031.3742546893,8.98498786152458,20.1643265907146,0.0970554409296393,0.575980984432695,1163.55908203125,17.8566917777062,33.6478232145309,0.503557290881873,2.30473920702934
distance_to_settlement_km,-0.220572080822471,0.0254029013784664,-8.68294835838891,3.8563950790866e-18,whole_year,0.101022925768095,ele6,F,1307,-0.270361767524265,-0.170782394120676,3031.3742546893,8.98498786152458,20.1643265907146,0.0970554409296393,0.575980984432695,1163.55908203125,17.8566917777062,33.6478232145309,0.503557290881873,2.30473920702934
human_modification,0.0221731902312094,0.0243469260750556,0.910718263277051,0.36244383870856,whole_year,0.101022925768095,ele6,F,1307,-0.0255467848758996,0.0698931653383184,3031.3742546893,8.98498786152458,20.1643265907146,0.0970554409296393,0.575980984432695,1163.55908203125,17.8566917777062,33.6478232145309,0.503557290881873,2.30473920702934
slope,0.0693810532599989,0.0231717040868518,2.99421453855728,0.00275152395821962,whole_year,0.101022925768095,ele6,F,1307,0.0239645132497694,0.114797593270228,3031.3742546893,8.98498786152458,20.1643265907146,0.0970554409296393,0.575980984432695,1163.55908203125,17.8566917777062,33.6478232145309,0.503557290881873,2.30473920702934
evi_mean,-0.187098630333596,0.0524513564332438,-3.56708849983168,0.000360969597343656,dry_season,0.0583008164779682,ele6,F,1307,-0.289903288942754,-0.0842939717244383,3031.3742546893,8.98498786152458,20.1643265907146,0.0970554409296393,0.575980984432695,1163.55908203125,17.8566917777062,33.6478232145309,0.503557290881873,2.30473920702934
distance_to_water_km,0.119670757910995,0.0549186902234221,2.17905338645453,0.0293277024975401,dry_season,0.0583008164779682,ele6,F,1307,0.0120301250730881,0.227311390748903,3031.3742546893,8.98498786152458,20.1643265907146,0.0970554409296393,0.575980984432695,1163.55908203125,17.8566917777062,33.6478232145309,0.503557290881873,2.30473920702934
distance_to_settlement_km,0.00767272347162508,0.052540540983405,0.146034344679636,0.883894275916823,dry_season,0.0583008164779682,ele6,F,1307,-0.0953067368558486,0.110652183799099,3031.3742546893,8.98498786152458,20.1643265907146,0.0970554409296393,0.575980984432695,1163.55908203125,17.8566917777062,33.6478232145309,0.503557290881873,2.30473920702934
human_modification,-0.126105253982834,0.053600449029233,-2.35269025291296,0.018638152463263,dry_season,0.0583008164779682,ele6,F,1307,-0.231162134080131,-0.0210483738855377,3031.3742546893,8.98498786152458,20.1643265907146,0.0970554409296393,0.575980984432695,1163.55908203125,17.8566917777062,33.6478232145309,0.503557290881873,2.30473920702934
slope,0.226928180809577,0.0453681536949598,5.00192673335057,5.67601630485168e-07,dry_season,0.0583008164779682,ele6,F,1307,0.138006599567456,0.315849762051698,3031.3742546893,8.98498786152458,20.1643265907146,0.0970554409296393,0.575980984432695,1163.55908203125,17.8566917777062,33.6478232145309,0.503557290881873,2.30473920702934
evi_mean,-0.0791245052779108,0.0292472744540868,-2.70536338017146,0.00682297074408603,wet_season,0.115967669168779,ele6,F,1307,-0.136449163207921,-0.0217998473479007,3031.3742546893,8.98498786152458,20.1643265907146,0.0970554409296393,0.575980984432695,1163.55908203125,17.8566917777062,33.6478232145309,0.503557290881873,2.30473920702934
distance_to_water_km,0.0740204653340168,0.0306044693355955,2.41861620021377,0.0155796686403339,wet_season,0.115967669168779,ele6,F,1307,0.0140357054362496,0.134005225231784,3031.3742546893,8.98498786152458,20.1643265907146,0.0970554409296393,0.575980984432695,1163.55908203125,17.8566917777062,33.6478232145309,0.503557290881873,2.30473920702934
distance_to_settlement_km,-0.288899106908287,0.0292857103512955,-9.86484887826896,5.91234116847144e-23,wet_season,0.115967669168779,ele6,F,1307,-0.346299099196827,-0.231499114619748,3031.3742546893,8.98498786152458,20.1643265907146,0.0970554409296393,0.575980984432695,1163.55908203125,17.8566917777062,33.6478232145309,0.503557290881873,2.30473920702934
human_modification,0.0782859061413395,0.0273688968811338,2.86039683957099,0.00423111184822684,wet_season,0.115967669168779,ele6,F,1307,0.0246428682543173,0.131928944028362,3031.3742546893,8.98498786152458,20.1643265907146,0.0970554409296393,0.575980984432695,1163.55908203125,17.8566917777062,33.6478232145309,0.503557290881873,2.30473920702934
slope,-0.0125622712234146,0.0279221693134372,-0.449903124732117,0.652780294390454,wet_season,0.115967669168779,ele6,F,1307,-0.0672897230777515,0.0421651806309223,3031.3742546893,8.98498786152458,20.1643265907146,0.0970554409296393,0.575980984432695,1163.55908203125,17.8566917777062,33.6478232145309,0.503557290881873,2.30473920702934
evi_mean,-0.108833710605782,0.0324682868820433,-3.35200039968763,0.000802299029507038,whole_year,0.335449708664873,ele5,F,986,-0.172471552894587,-0.0451958683169769,3102.25971758922,9.29589490530516,14.6872596501223,0.102013874277624,0.573129868289762,1089.30151367188,19.2734964340926,41.0814235322177,0.477115239948035,1.91488382220269
distance_to_water_km,0.585613449441884,0.0465140457401942,12.5900346900127,2.39568065836316e-36,whole_year,0.335449708664873,ele5,F,986,0.494445919791103,0.676780979092665,3102.25971758922,9.29589490530516,14.6872596501223,0.102013874277624,0.573129868289762,1089.30151367188,19.2734964340926,41.0814235322177,0.477115239948035,1.91488382220269
distance_to_settlement_km,-0.656972130591785,0.0462929636520798,-14.191619606153,1.03246347457711e-45,whole_year,0.335449708664873,ele5,F,986,-0.747706339349862,-0.566237921833709,3102.25971758922,9.29589490530516,14.6872596501223,0.102013874277624,0.573129868289762,1089.30151367188,19.2734964340926,41.0814235322177,0.477115239948035,1.91488382220269
human_modification,0.0790137532050396,0.0331342542140448,2.38465464454448,0.0170951612985419,whole_year,0.335449708664873,ele5,F,986,0.0140706149455118,0.143956891464567,3102.25971758922,9.29589490530516,14.6872596501223,0.102013874277624,0.573129868289762,1089.30151367188,19.2734964340926,41.0814235322177,0.477115239948035,1.91488382220269
slope,0.00925211309926113,0.0305864179496038,0.302490900193201,0.762277869348343,whole_year,0.335449708664873,ele5,F,986,-0.0506972660819623,0.0692014922804845,3102.25971758922,9.29589490530516,14.6872596501223,0.102013874277624,0.573129868289762,1089.30151367188,19.2734964340926,41.0814235322177,0.477115239948035,1.91488382220269
evi_mean,-0.0787113701809394,0.0635943266833347,-1.23771056768758,0.215823399312247,dry_season,0.167523727566705,ele5,F,986,-0.203356250480275,0.0459335101183966,3102.25971758922,9.29589490530516,14.6872596501223,0.102013874277624,0.573129868289762,1089.30151367188,19.2734964340926,41.0814235322177,0.477115239948035,1.91488382220269
distance_to_water_km,-0.0103009188349489,0.090344747907869,-0.114017904454762,0.909223600298491,dry_season,0.167523727566705,ele5,F,986,-0.187376624734372,0.166774787064474,3102.25971758922,9.29589490530516,14.6872596501223,0.102013874277624,0.573129868289762,1089.30151367188,19.2734964340926,41.0814235322177,0.477115239948035,1.91488382220269
distance_to_settlement_km,-0.622203709248876,0.0914593659015459,-6.80306169975709,1.02418756647202e-11,dry_season,0.167523727566705,ele5,F,986,-0.801464066415906,-0.442943352081847,3102.25971758922,9.29589490530516,14.6872596501223,0.102013874277624,0.573129868289762,1089.30151367188,19.2734964340926,41.0814235322177,0.477115239948035,1.91488382220269
human_modification,-0.0418264726008463,0.0675223999708329,-0.619445881943085,0.53562266314632,dry_season,0.167523727566705,ele5,F,986,-0.174170376543679,0.0905174313419862,3102.25971758922,9.29589490530516,14.6872596501223,0.102013874277624,0.573129868289762,1089.30151367188,19.2734964340926,41.0814235322177,0.477115239948035,1.91488382220269
slope,-0.0992444257751293,0.0668826263834875,-1.48385957821225,0.137846177429163,dry_season,0.167523727566705,ele5,F,986,-0.230334373486765,0.0318455219365062,3102.25971758922,9.29589490530516,14.6872596501223,0.102013874277624,0.573129868289762,1089.30151367188,19.2734964340926,41.0814235322177,0.477115239948035,1.91488382220269
evi_mean,-0.153333703452379,0.0450191610599152,-3.40596536768665,0.00065930542108317,wet_season,0.306068948988109,ele5,F,986,-0.241571259129812,-0.0650961477749448,3102.25971758922,9.29589490530516,14.6872596501223,0.102013874277624,0.573129868289762,1089.30151367188,19.2734964340926,41.0814235322177,0.477115239948035,1.91488382220269
distance_to_water_km,0.907040038346791,0.0650171615630138,13.9507787873468,3.11188701144049e-44,wet_season,0.306068948988109,ele5,F,986,0.779606401683284,1.0344736750103,3102.25971758922,9.29589490530516,14.6872596501223,0.102013874277624,0.573129868289762,1089.30151367188,19.2734964340926,41.0814235322177,0.477115239948035,1.91488382220269
distance_to_settlement_km,-0.673353623189425,0.0636257669639348,-10.5830334991656,3.57202424422678e-26,wet_season,0.306068948988109,ele5,F,986,-0.798060126438737,-0.548647119940113,3102.25971758922,9.29589490530516,14.6872596501223,0.102013874277624,0.573129868289762,1089.30151367188,19.2734964340926,41.0814235322177,0.477115239948035,1.91488382220269
human_modification,0.105103484583268,0.0454863454244326,2.31066012453954,0.0208516354135624,wet_season,0.306068948988109,ele5,F,986,0.0159502475513802,0.194256721615156,3102.25971758922,9.29589490530516,14.6872596501223,0.102013874277624,0.573129868289762,1089.30151367188,19.2734964340926,41.0814235322177,0.477115239948035,1.91488382220269
slope,0.0224947227222197,0.0413099462180679,0.544535270113255,0.586073184378906,wet_season,0.306068948988109,ele5,F,986,-0.0584727718651934,0.103462217309633,3102.25971758922,9.29589490530516,14.6872596501223,0.102013874277624,0.573129868289762,1089.30151367188,19.2734964340926,41.0814235322177,0.477115239948035,1.91488382220269
evi_mean,0.112987043753528,0.0285080757275229,3.96333462957818,7.39100673637534e-05,whole_year,0.431615761814567,ele4,F,1454,0.0571112153275837,0.168862872179473,3071.15255061469,5.21480643052347,6.37531629977987,0.106079757064991,0.629606271083204,1041.00952148437,12.1660875976085,19.5079287216068,0.476874019950629,3.11274994909763
distance_to_water_km,-0.349356392363449,0.0271297963868244,-12.8772213171903,6.04738281160629e-38,whole_year,0.431615761814567,ele4,F,1454,-0.402530793281624,-0.296181991445273,3071.15255061469,5.21480643052347,6.37531629977987,0.106079757064991,0.629606271083204,1041.00952148437,12.1660875976085,19.5079287216068,0.476874019950629,3.11274994909763
distance_to_settlement_km,-0.547480140453193,0.0295199414253629,-18.5461120184612,8.76685944236704e-77,whole_year,0.431615761814567,ele4,F,1454,-0.605339225646905,-0.489621055259482,3071.15255061469,5.21480643052347,6.37531629977987,0.106079757064991,0.629606271083204,1041.00952148437,12.1660875976085,19.5079287216068,0.476874019950629,3.11274994909763
human_modification,-0.0174192263530438,0.0263607142810545,-0.660802517235394,0.508738968295505,whole_year,0.431615761814567,ele4,F,1454,-0.0690862263439107,0.0342477736378231,3071.15255061469,5.21480643052347,6.37531629977987,0.106079757064991,0.629606271083204,1041.00952148437,12.1660875976085,19.5079287216068,0.476874019950629,3.11274994909763
slope,0.121276046428026,0.0243988859649701,4.97055671320993,6.67609293392735e-07,whole_year,0.431615761814567,ele4,F,1454,0.0734542299366844,0.169097862919367,3071.15255061469,5.21480643052347,6.37531629977987,0.106079757064991,0.629606271083204,1041.00952148437,12.1660875976085,19.5079287216068,0.476874019950629,3.11274994909763
evi_mean,0.053553075597977,0.0487974096594971,1.09745734397921,0.272441517720736,dry_season,0.255078538247723,ele4,F,1454,-0.0420898473346373,0.149195998530591,3071.15255061469,5.21480643052347,6.37531629977987,0.106079757064991,0.629606271083204,1041.00952148437,12.1660875976085,19.5079287216068,0.476874019950629,3.11274994909763
distance_to_water_km,-0.357885866781344,0.0463923563611012,-7.71432828278197,1.21621059167239e-14,dry_season,0.255078538247723,ele4,F,1454,-0.448814885249102,-0.266956848313585,3071.15255061469,5.21480643052347,6.37531629977987,0.106079757064991,0.629606271083204,1041.00952148437,12.1660875976085,19.5079287216068,0.476874019950629,3.11274994909763
distance_to_settlement_km,-0.592812559139937,0.0501014133315598,-11.8322522204481,2.65909755444182e-32,dry_season,0.255078538247723,ele4,F,1454,-0.691011329269794,-0.494613789010079,3071.15255061469,5.21480643052347,6.37531629977987,0.106079757064991,0.629606271083204,1041.00952148437,12.1660875976085,19.5079287216068,0.476874019950629,3.11274994909763
human_modification,-0.0359544937883664,0.044954844588892,-0.799791304300281,0.423831722022846,dry_season,0.255078538247723,ele4,F,1454,-0.124065989182595,0.0521570016058619,3071.15255061469,5.21480643052347,6.37531629977987,0.106079757064991,0.629606271083204,1041.00952148437,12.1660875976085,19.5079287216068,0.476874019950629,3.11274994909763
