term,estimate,std_error,statistic,p_value,individual_id,sex,n_true,n_total,ci_lb,ci_ub,evi_mean_mean,distance_to_water_km_mean,distance_to_settlement_km_mean,human_modification_mean,slope_mean,evi_mean_range,distance_to_water_km_range,distance_to_settlement_km_range,human_modification_range,slope_range,season
evi_mean,-0.212746531758527,0.0642153177174495,-3.31301844046965,0.00092294894386052,EF0039,F,302,3322,-0.338608554484728,-0.0868845090323264,2787.38059789025,5.02365071447381,20.7031894028591,0.053802186015417,0.494323997191742,1988.705078125,14.8542127609253,36.9716606140137,0.453194703906774,3.2040950851515,wet_season
distance_to_water_km,0.025186003449738,0.101391546562289,0.248403385722745,0.803822314235275,EF0039,F,302,3322,-0.173541427812349,0.223913434711825,2787.38059789025,5.02365071447381,20.7031894028591,0.053802186015417,0.494323997191742,1988.705078125,14.8542127609253,36.9716606140137,0.453194703906774,3.2040950851515,wet_season
distance_to_settlement_km,0.123548756578305,0.16307156486075,0.757635193381539,0.448669405458067,EF0039,F,302,3322,-0.196071510548766,0.443169023705375,2787.38059789025,5.02365071447381,20.7031894028591,0.053802186015417,0.494323997191742,1988.705078125,14.8542127609253,36.9716606140137,0.453194703906774,3.2040950851515,wet_season
human_modification,-0.170448323155967,0.135056176948805,-1.26205499819959,0.206928996859504,EF0039,F,302,3322,-0.435158429975624,0.09426178366369,2787.38059789025,5.02365071447381,20.7031894028591,0.053802186015417,0.494323997191742,1988.705078125,14.8542127609253,36.9716606140137,0.453194703906774,3.2040950851515,wet_season
slope,-0.00487821179017301,0.062741633212242,-0.0777507938575814,0.938026288706728,EF0039,F,302,3322,-0.127851812886167,0.118095389305821,2787.38059789025,5.02365071447381,20.7031894028591,0.053802186015417,0.494323997191742,1988.705078125,14.8542127609253,36.9716606140137,0.453194703906774,3.2040950851515,wet_season
evi_mean,0.260063410059199,0.0899441261652145,2.89138847801467,0.00383543690696724,EM0035,M,228,2508,0.0837729227753789,0.43635389734302,2609.06483091996,3.69984373524139,11.0719609323717,0.0525278298828923,0.500925223896372,2421.77770996094,25.5468578338623,35.1609115600586,0.0986755676567553,2.34000612795352,wet_season
distance_to_water_km,-0.210006151585682,0.138005043595569,-1.52172809133785,0.12807722582773,EM0035,M,228,2508,-0.480496037032998,0.0604837338616337,2609.06483091996,3.69984373524139,11.0719609323717,0.0525278298828923,0.500925223896372,2421.77770996094,25.5468578338623,35.1609115600586,0.0986755676567553,2.34000612795352,wet_season
distance_to_settlement_km,0.245999510684907,0.162186930615436,1.51676531365034,0.129325947442572,EM0035,M,228,2508,-0.0718868733213472,0.563885894691161,2609.06483091996,3.69984373524139,11.0719609323717,0.0525278298828923,0.500925223896372,2421.77770996094,25.5468578338623,35.1609115600586,0.0986755676567553,2.34000612795352,wet_season
human_modification,-0.0789008051231774,0.108397382217029,-0.727884783833666,0.466684118444015,EM0035,M,228,2508,-0.291359674268554,0.133558064022199,2609.06483091996,3.69984373524139,11.0719609323717,0.0525278298828923,0.500925223896372,2421.77770996094,25.5468578338623,35.1609115600586,0.0986755676567553,2.34000612795352,wet_season
slope,0.162375548412637,0.0663486362951971,2.44730800027598,0.0143927786301177,EM0035,M,228,2508,0.0323322212740508,0.292418875551223,2609.06483091996,3.69984373524139,11.0719609323717,0.0525278298828923,0.500925223896372,2421.77770996094,25.5468578338623,35.1609115600586,0.0986755676567553,2.34000612795352,wet_season
evi_mean,-0.0141278612888615,0.0347100507274634,-0.407025083304852,0.683989565532876,EF0146,F,1224,13464,-0.0821595607146898,0.0539038381369669,2505.43573622724,7.18709591042031,16.6519953441351,0.0957201328767719,0.512135131247571,1775.111328125,21.2771754711866,51.2370491027832,0.545154239982367,2.29847068083473,wet_season
distance_to_water_km,0.0876526123350699,0.0585079795102873,1.49813090571104,0.134099242793901,EF0146,F,1224,13464,-0.0270230275050933,0.202328252175233,2505.43573622724,7.18709591042031,16.6519953441351,0.0957201328767719,0.512135131247571,1775.111328125,21.2771754711866,51.2370491027832,0.545154239982367,2.29847068083473,wet_season
distance_to_settlement_km,-0.0360161590281564,0.104432224548285,-0.344875915302406,0.730187657840222,EF0146,F,1224,13464,-0.240703319142796,0.168671001086483,2505.43573622724,7.18709591042031,16.6519953441351,0.0957201328767719,0.512135131247571,1775.111328125,21.2771754711866,51.2370491027832,0.545154239982367,2.29847068083473,wet_season
human_modification,-0.0487281616355059,0.0388414286901524,-1.25454091877573,0.209645462560277,EF0146,F,1224,13464,-0.124857361868205,0.0274010385971929,2505.43573622724,7.18709591042031,16.6519953441351,0.0957201328767719,0.512135131247571,1775.111328125,21.2771754711866,51.2370491027832,0.545154239982367,2.29847068083473,wet_season
slope,-0.00580617014540946,0.0310422228584443,-0.187041056044414,0.851628442863726,EF0146,F,1224,13464,-0.0666489269479602,0.0550365866571413,2505.43573622724,7.18709591042031,16.6519953441351,0.0957201328767719,0.512135131247571,1775.111328125,21.2771754711866,51.2370491027832,0.545154239982367,2.29847068083473,wet_season
evi_mean,-0.209839286552351,0.0496202039916199,-4.22890817997825,2.34828154705922e-05,EF0151,F,779,8569,-0.307094886375926,-0.112583686728776,2639.12111038883,14.0949882179019,20.6284922522193,0.0924388381569607,0.559980053157819,1695.55554199219,30.666229352355,63.3514325916767,0.544998914003372,4.92383955419064,wet_season
distance_to_water_km,0.38735177820044,0.109144135478225,3.54899304944991,0.000386707287670349,EF0151,F,779,8569,0.173429272663119,0.601274283737761,2639.12111038883,14.0949882179019,20.6284922522193,0.0924388381569607,0.559980053157819,1695.55554199219,30.666229352355,63.3514325916767,0.544998914003372,4.92383955419064,wet_season
distance_to_settlement_km,0.0360533396330715,0.136122731917084,0.264859065971674,0.79111803307304,EF0151,F,779,8569,-0.230747214924414,0.302853894190557,2639.12111038883,14.0949882179019,20.6284922522193,0.0924388381569607,0.559980053157819,1695.55554199219,30.666229352355,63.3514325916767,0.544998914003372,4.92383955419064,wet_season
human_modification,-0.0292504853184788,0.042556846511119,-0.687327368366837,0.49187645600527,EF0151,F,779,8569,-0.112661904480272,0.0541609338433144,2639.12111038883,14.0949882179019,20.6284922522193,0.0924388381569607,0.559980053157819,1695.55554199219,30.666229352355,63.3514325916767,0.544998914003372,4.92383955419064,wet_season
slope,-0.041876957167775,0.0405095649335578,-1.03375479930382,0.301250807551812,EF0151,F,779,8569,-0.121275704437548,0.0375217901019982,2639.12111038883,14.0949882179019,20.6284922522193,0.0924388381569607,0.559980053157819,1695.55554199219,30.666229352355,63.3514325916767,0.544998914003372,4.92383955419064,wet_season
evi_mean,0.0953920415322887,0.0574323176916792,1.66094710027886,0.0967240715031991,EF0076,F,373,4103,-0.0171753011434026,0.20795938420798,2581.16737688627,3.69896114975781,13.1442902055843,0.0596827503385455,0.66838346190545,3503.00024414063,12.8239822387695,21.2728519439697,0.37133576720953,4.52829266199842,wet_season
distance_to_water_km,-0.640252167365616,0.171197300261489,-3.7398496727909,0.000184130340670949,EF0076,F,373,4103,-0.975798875878135,-0.304705458853098,2581.16737688627,3.69896114975781,13.1442902055843,0.0596827503385455,0.66838346190545,3503.00024414063,12.8239822387695,21.2728519439697,0.37133576720953,4.52829266199842,wet_season
distance_to_settlement_km,0.545811885821652,0.190722705825276,2.86180863185571,0.00421231159927122,EF0076,F,373,4103,0.171995382404111,0.919628389239193,2581.16737688627,3.69896114975781,13.1442902055843,0.0596827503385455,0.66838346190545,3503.00024414063,12.8239822387695,21.2728519439697,0.37133576720953,4.52829266199842,wet_season
human_modification,-0.19854913344776,0.0783816103058459,-2.53310862934583,0.0113055910671078,EF0076,F,373,4103,-0.352177089647218,-0.044921177248302,2581.16737688627,3.69896114975781,13.1442902055843,0.0596827503385455,0.66838346190545,3503.00024414063,12.8239822387695,21.2728519439697,0.37133576720953,4.52829266199842,wet_season
slope,-0.0468559003694785,0.0581245896424117,-0.806128708309869,0.420168639950282,EF0076,F,373,4103,-0.160780096068605,0.0670682953296484,2581.16737688627,3.69896114975781,13.1442902055843,0.0596827503385455,0.66838346190545,3503.00024414063,12.8239822387695,21.2728519439697,0.37133576720953,4.52829266199842,wet_season
evi_mean,0.320171778103655,0.0834330855664611,3.83746778546998,0.000124309535673977,EF0077,F,347,3817,0.156642930393391,0.483700625813919,2918.95331666031,5.68025801678837,14.117233867932,0.0340969748960948,2.69238853657263,3443.33349609375,15.2711067199707,20.5728295445442,0.0653703734278679,26.9242216623388,wet_season
distance_to_water_km,-0.0656579161677313,0.0871723683185335,-0.753196424901673,0.451331887379939,EF0077,F,347,3817,-0.236515758072057,0.105199925736594,2918.95331666031,5.68025801678837,14.117233867932,0.0340969748960948,2.69238853657263,3443.33349609375,15.2711067199707,20.5728295445442,0.0653703734278679,26.9242216623388,wet_season
distance_to_settlement_km,0.847386538096954,0.153186527340089,5.53173019070844,3.17087386945982e-08,EF0077,F,347,3817,0.547140944510379,1.14763213168353,2918.95331666031,5.68025801678837,14.117233867932,0.0340969748960948,2.69238853657263,3443.33349609375,15.2711067199707,20.5728295445442,0.0653703734278679,26.9242216623388,wet_season
human_modification,-0.0930799323675261,0.159967570374375,-0.581867513207142,0.560655924337214,EF0077,F,347,3817,-0.406616370301301,0.220456505566249,2918.95331666031,5.68025801678837,14.117233867932,0.0340969748960948,2.69238853657263,3443.33349609375,15.2711067199707,20.5728295445442,0.0653703734278679,26.9242216623388,wet_season
slope,-0.44361754433066,0.109281514888186,-4.0594014896715,4.91986581075308e-05,EF0077,F,347,3817,-0.657809313511504,-0.229425775149816,2918.95331666031,5.68025801678837,14.117233867932,0.0340969748960948,2.69238853657263,3443.33349609375,15.2711067199707,20.5728295445442,0.0653703734278679,26.9242216623388,wet_season
